step,reward,confidence_level,fatigue_level,current_mode,predicted_confidence,confidence_error_history,mode_error_history
96,1.0,0.841898,0.5284164,exploitation,0.842403,-0.00050497055,0
97,1.0,0.84427905,0.53033835,exploitation,0.84564275,-0.0013636947,0
98,1.0,0.8467527,0.5325475,exploitation,0.8482974,-0.001544714,0
99,1.0,0.8492879,0.5350062,exploitation,0.8504097,-0.0011217594,0
100,1.0,0.85184926,0.53768736,exploitation,0.85206676,-0.00021749735,0
101,1.0,0.85445184,0.5405514,exploitation,0.8533848,0.0010670424,0
102,1.0,0.85708326,0.5435727,exploitation,0.85449916,0.0025840998,0
103,1.0,0.8597334,0.5467307,exploration,0.85554725,0.0041861534,0
104,1.0,0.8326935,0.5000438,exploitation,0.8428973,-0.010203779,0
105,1.0,0.8621053,0.5544594,exploration,0.8536647,0.008440614,0
106,1.0,0.8387031,0.5058404,exploitation,0.84604526,-0.0073421597,0
107,1.0,0.8675193,0.55858904,exploration,0.8553294,0.012189925,0
108,1.0,0.84447426,0.510294,exploitation,0.848624,-0.004149735,0
109,1.0,0.8721607,0.5604902,exploration,0.8563844,0.015776277,0
110,1.0,0.8500376,0.51388264,exploitation,0.85132074,-0.0012831688,0
111,1.0,0.8762951,0.56079835,exploration,0.85792595,0.018369138,0
112,1.0,0.8554104,0.516855,exploitation,0.8548603,0.00055009127,0
113,1.0,0.8800651,0.5600067,exploration,0.8605773,0.019487798,0
114,1.0,0.8606006,0.51938885,exploitation,0.85949486,0.0011057258,0
115,1.0,0.8835724,0.55849373,exploration,0.8644547,0.019117713,0
116,1.0,0.8656117,0.5216097,exploitation,0.8650599,0.0005517602,0
117,1.0,0.8868897,0.55655074,exploration,0.86926806,0.017621636,0
118,1.0,0.8704466,0.5236055,exploitation,0.87113315,-0.0006865263,0
119,1.0,0.8900696,0.5544019,exploration,0.8745203,0.015549302,0
120,1.0,0.87510884,0.5254376,exploitation,0.877227,-0.0021181703,0
121,1.0,0.89315003,0.55221903,exploration,0.8797103,0.013439715,0
122,1.0,0.87956136,0.52712935,exploitation,0.88293916,-0.0033777952,0
123,1.0,0.896157,0.55013466,exploration,0.88446414,0.011692882,0
124,1.0,0.88385636,0.5287291,exploitation,0.88802594,-0.0041695833,0
125,1.0,0.89911115,0.548245,exploration,0.8885962,0.010514975,0
126,1.0,0.8880007,0.5302555,exploitation,0.8924092,-0.0044084787,0
127,1.0,0.9020243,0.5466208,exploration,0.8920863,0.009938002,0
128,1.0,0.8920003,0.53171986,exploitation,0.8961442,-0.0041438937,0
129,1.0,0.90490454,0.54531056,exploration,0.89503783,0.0098667145,0
130,1.0,0.89586073,0.5331286,exploitation,0.8993687,-0.0035079718,0
131,1.0,0.90775603,0.54434335,exploration,0.8976222,0.010133803,0
132,1.0,0.8995876,0.5344847,exploitation,0.90225446,-0.0026668906,0
133,1.0,0.9105802,0.54373205,exploitation,0.9000288,0.010551393,0
134,1.0,0.91256475,0.54356706,exploitation,0.90233296,0.010231793,0
135,1.0,0.9138593,0.5441449,exploitation,0.90379107,0.010068238,0
136,1.0,0.91523683,0.54537874,exploration,0.90555054,0.009686291,0
137,1.0,0.9080448,0.5402362,exploitation,0.91017294,-0.0021281242,0
138,1.0,0.91778195,0.5486596,exploration,0.90865564,0.009126306,0
139,1.0,0.91144025,0.5432584,exploitation,0.913814,-0.002373755,0
140,1.0,0.92081076,0.5513365,exploration,0.9123278,0.008482933,0
141,1.0,0.9146954,0.5457109,exploration,0.9170076,-0.002312243,0
142,1.0,0.9158296,0.5466583,exploration,0.91762334,-0.0017937422,0
143,1.0,0.9174443,0.54709285,exploration,0.91882956,-0.0013852715,0
144,1.0,0.9190132,0.54702777,exploration,0.9198376,-0.00082439184,0
145,1.0,0.9205263,0.5465381,exploration,0.92065185,-0.00012552738,0
146,1.0,0.9219885,0.5456821,exploration,0.92131954,0.0006689429,0
147,1.0,0.9234037,0.5445093,exploration,0.92188495,0.0015187263,0
148,1.0,0.9247755,0.54306257,exploitation,0.92238903,0.0023864508,0
149,1.0,0.93300647,0.54868186,exploration,0.9209936,0.012012839,0
150,1.0,0.92778015,0.54016954,exploitation,0.92421114,0.003569007,0
151,1.0,0.9352305,0.5465589,exploration,0.92248833,0.012742162,0
152,1.0,0.93020105,0.5382848,exploitation,0.92586917,0.004331887,0
153,1.0,0.9374182,0.5454737,exploration,0.9246819,0.0127363205,0
154,1.0,0.9325691,0.5371749,exploitation,0.92812467,0.0044444203,0
155,1.0,0.9395681,0.54511404,exploration,0.9274501,0.012117982,0
156,1.0,0.934873,0.5366291,exploitation,0.93079823,0.0040747523,0
157,1.0,0.94166976,0.54526263,exploration,0.93056625,0.011103511,0
158,1.0,0.93710595,0.5364961,exploitation,0.9336877,0.0034182668,0
159,1.0,0.94371635,0.5457611,exploration,0.93380445,0.009911895,0
160,1.0,0.939264,0.5366673,exploitation,0.9366102,0.0026537776,0
161,1.0,0.94570345,0.546495,exploration,0.93697876,0.0087246895,0
162,1.0,0.9413449,0.53706527,exploitation,0.9394262,0.0019187331,0
163,1.0,0.9476279,0.54738283,exploration,0.9399603,0.007667601,0
164,1.0,0.9433482,0.5376344,exploitation,0.9420458,0.0013024211,0
165,1.0,0.94948834,0.5483672,exploration,0.9426774,0.006810963,0
166,1.0,0.94527453,0.53833526,exploitation,0.9444249,0.0008496046,0
167,1.0,0.95128405,0.5494088,exploration,0.9451048,0.006179273,0
168,1.0,0.94712514,0.53913957,exploitation,0.9465541,0.0005710125,0
169,1.0,0.9530149,0.55048174,exploration,0.9472503,0.0057646036,0
170,1.0,0.9489019,0.540027,exploitation,0.948448,0.00045388937,0
171,1.0,0.9546819,0.55156964,exploration,0.9491424,0.005539477,0
172,1.0,0.95060706,0.5409828,exploitation,0.9501351,0.00047194958,0
173,1.0,0.9562855,0.5526633,exploration,0.95081985,0.0054656267,0
174,1.0,0.9522429,0.5419959,exploitation,0.9516501,0.0005928278,0
175,1.0,0.95782727,0.5537584,exploration,0.95232457,0.005502701,0
176,1.0,0.9538121,0.54305804,exploitation,0.95302856,0.00078356266,0
177,1.0,0.9593085,0.55485386,exploration,0.9536968,0.0056117177,0
178,1.0,0.95531756,0.54416275,exploitation,0.9543039,0.0010136366,0
179,1.0,0.96073097,0.5559512,exploration,0.954972,0.005758941,0
180,1.0,0.9567616,0.54530466,exploration,0.9555046,0.0012570024,0
181,1.0,0.95698774,0.5457497,exploration,0.9555457,0.0014420152,0
182,1.0,0.9576943,0.5457421,exploration,0.956083,0.0016112924,0
183,1.0,0.9583836,0.5451499,exploration,0.9565931,0.0017905235,0
184,1.0,0.959042,0.5440692,exploitation,0.95705354,0.0019884706,0
185,1.0,0.9646073,0.5538681,exploration,0.95813686,0.006470442,0
186,1.0,0.96071523,0.54147404,exploitation,0.9584076,0.0023076534,0
187,1.0,0.96569186,0.55177206,exploration,0.9589907,0.0067011714,0
188,1.0,0.96185225,0.5399096,exploitation,0.95925397,0.0025982857,0
189,1.0,0.96675605,0.55074555,exploration,0.95991063,0.0068454146,0
190,1.0,0.9629712,0.53922206,exploitation,0.9601832,0.0027880073,0
191,1.0,0.9678036,0.5504394,exploration,0.9609087,0.0068948865,0
192,1.0,0.9640634,0.5391465,exploitation,0.96117413,0.0028892756,0
193,1.0,0.9688271,0.55062145,exploration,0.9619628,0.0068643093,0
194,1.0,0.9651239,0.5394998,exploitation,0.96220565,0.0029182434,0
195,1.0,0.96982163,0.5511338,exploration,0.9630506,0.006771028,0
196,1.0,0.96614987,0.5401553,exploitation,0.96325785,0.0028920174,0
197,1.0,0.9707846,0.55187047,exploration,0.96415174,0.0066328645,0
198,1.0,0.9671404,0.541025,exploitation,0.9643129,0.0028274655,0
199,1.0,0.9717145,0.5527606,exploration,0.9652485,0.0064659715,0
200,1.0,0.9680949,0.5420478,exploitation,0.96535635,0.0027385354,0
201,1.0,0.97261095,0.55375797,exploration,0.9663262,0.0062847733,0
202,1.0,0.9690142,0.54318136,exploitation,0.96637636,0.0026378632,0
203,1.0,0.97347397,0.5548325,exploration,0.96737355,0.006100416,0
204,1.0,0.9698991,0.5443956,exploration,0.96736455,0.0025345683,0
205,1.0,0.9699583,0.5448872,exploration,0.9674344,0.002523899,0
206,1.0,0.970393,0.54481995,exploration,0.9678896,0.002503395,0
207,1.0,0.97081345,0.54408485,exploitation,0.96832174,0.0024917126,0
208,1.0,0.9754597,0.5537858,exploration,0.96968853,0.00577116,0
209,1.0,0.9719329,0.54190886,exploitation,0.96948224,0.002450645,0
210,1.0,0.9761295,0.55205774,exploration,0.9704428,0.0056867003,0
211,1.0,0.97264284,0.5407451,exploitation,0.9701999,0.002442956,0
212,1.0,0.9767909,0.5513959,exploration,0.97118616,0.005604744,0
213,1.0,0.9733488,0.54042697,exploitation,0.970923,0.0024257898,0
214,1.0,0.977446,0.55143297,exploration,0.9719274,0.0055186152,0
215,1.0,0.9740426,0.54067963,exploitation,0.9716405,0.0024020672,0
216,1.0,0.97808856,0.5519288,exploration,0.9726572,0.005431354,0
217,1.0,0.9747199,0.54131913,exploitation,0.9723446,0.0023753047,0
218,1.0,0.97871494,0.5527247,exploration,0.9733698,0.0053451657,0
219,1.0,0.9753778,0.5422226,exploitation,0.97303027,0.002347529,0
220,1.0,0.979323,0.55371714,exploration,0.9740611,0.0052619576,0
221,1.0,0.97601515,0.54330754,exploitation,0.9736946,0.002320528,0
222,1.0,0.9799116,0.55483896,exploration,0.97472906,0.0051825643,0
223,1.0,0.97663146,0.54451877,exploration,0.9743361,0.0022953749,0
224,1.0,0.9766226,0.545019,exploration,0.9743139,0.0023086667,0
225,1.0,0.9769259,0.54488546,exploration,0.9746098,0.0023161173,0
226,1.0,0.9772167,0.54402477,exploitation,0.97488904,0.0023276806,0
227,1.0,0.9812646,0.55356777,exploration,0.97620153,0.005063057,0
228,1.0,0.97803533,0.54156214,exploitation,0.9757003,0.002335012,0
229,1.0,0.9817115,0.5516908,exploration,0.9766742,0.0050373077,0
230,1.0,0.9785216,0.54029,exploitation,0.9761614,0.0023601651,0
231,1.0,0.98216033,0.5510195,exploration,0.97715116,0.0050091743,0
232,1.0,0.97901297,0.53996867,exploitation,0.9766376,0.0023753643,0
233,1.0,0.9826109,0.551116,exploration,0.97763693,0.004973948,0
234,1.0,0.97950095,0.5402731,exploitation,0.9771188,0.0023821592,0
235,1.0,0.9830567,0.5516997,exploration,0.97812384,0.0049328804,0
236,1.0,0.97998077,0.54099137,exploitation,0.9775981,0.0023826957,0
237,1.0,0.98349416,0.55259085,exploration,0.9786063,0.004887879,0
238,1.0,0.9804494,0.5419856,exploitation,0.97807103,0.0023783445,0
239,1.0,0.98392093,0.5536756,exploration,0.979081,0.0048399568,0
240,1.0,0.98090506,0.5431655,exploitation,0.9785347,0.0023703575,0
241,1.0,0.984336,0.5548828,exploration,0.9795455,0.0047905445,0
242,1.0,0.9813472,0.5444722,exploration,0.9789874,0.0023598075,0
243,1.0,0.9812982,0.5450236,exploration,0.9789266,0.0023716092,0
244,1.0,0.981517,0.5448649,exploration,0.97913843,0.002378583,0
245,1.0,0.98172426,0.54391485,exploitation,0.979337,0.0023872852,0
246,1.0,0.9852872,0.55340844,exploration,0.9805818,0.0047053695,0
247,1.0,0.9823428,0.5412218,exploitation,0.97995263,0.0023901463,0
248,1.0,0.98559254,0.5513775,exploration,0.98091084,0.0046817064,0
249,1.0,0.9826836,0.53988427,exploitation,0.98027945,0.0024041533,0
250,1.0,0.9859059,0.55068797,exploration,0.9812509,0.0046550035,0
251,1.0,0.9830352,0.5395903,exploitation,0.98062485,0.0024103522,0
252,1.0,0.9862251,0.5508317,exploration,0.9816032,0.004621923,0
253,1.0,0.9833889,0.53996575,exploitation,0.98097837,0.002410531,0
254,1.0,0.9865443,0.55148965,exploration,0.98196006,0.004584253,0
255,1.0,0.9837392,0.54077303,exploitation,0.9813337,0.0024055243,0
256,1.0,0.98685956,0.5524629,exploration,0.98231643,0.0045431256,0
257,1.0,0.98408324,0.54186153,exploitation,0.9816861,0.00239712,0
258,1.0,0.98716867,0.5536288,exploration,0.98266876,0.0044999123,0
259,1.0,0.9844193,0.54313487,exploitation,0.9820333,0.002385974,0
260,1.0,0.98747057,0.55491334,exploration,0.9830152,0.0044553876,0
261,1.0,0.9847467,0.54453164,exploration,0.9823735,0.0023732185,0
262,1.0,0.98467904,0.5451278,exploration,0.9822989,0.0023801327,0
263,1.0,0.98484206,0.54493755,exploration,0.98245907,0.0023829937,0
264,1.0,0.9849941,0.5438956,exploitation,0.9826073,0.0023868084,0
265,1.0,0.98815954,0.55322397,exploration,0.9837865,0.004373014,0
266,1.0,0.9854725,0.54098535,exploitation,0.9830905,0.0023819804,0
267,1.0,0.9883731,0.5510607,exploration,0.9840246,0.0043485165,0
268,1.0,0.98571765,0.539595,exploitation,0.9833308,0.002386868,0
269,1.0,0.988598,0.55037284,exploration,0.9842763,0.0043216944,0
270,1.0,0.9859768,0.5393334,exploitation,0.9835902,0.0023866296,0
271,1.0,0.9888311,0.55057913,exploration,0.98454076,0.0042903423,0
272,1.0,0.98624086,0.53977776,exploitation,0.98385864,0.0023822188,0
273,1.0,0.98906636,0.5513221,exploration,0.9848106,0.0042557716,0
274,1.0,0.98650473,0.5406668,exploitation,0.98413,0.0023747087,0
275,1.0,0.98930043,0.55238444,exploration,0.9850814,0.004219055,0
276,1.0,0.98676527,0.54183865,exploitation,0.9844002,0.0023650527,0
277,1.0,0.98953116,0.55363584,exploration,0.98535,0.0041811466,0
278,1.0,0.9870208,0.5431926,exploitation,0.98466706,0.0023537278,0
279,1.0,0.9897573,0.55499953,exploration,0.9856147,0.0041425824,0
280,1.0,0.9872705,0.5446659,exploration,0.984929,0.0023414493,0
281,1.0,0.9871952,0.54529965,exploration,0.98484844,0.002346754,0
282,1.0,0.98732007,0.5450731,exploration,0.9849722,0.0023478866,0
283,1.0,0.98743445,0.54393834,exploitation,0.9850847,0.0023497343,0
284,1.0,0.9902705,0.55310696,exploration,0.98620075,0.0040697455,0
285,1.0,0.9878137,0.54081726,exploitation,0.98547137,0.0023423433,0
286,1.0,0.99042284,0.55082643,exploration,0.986375,0.0040478706,0
287,1.0,0.9879941,0.53937966,exploitation,0.9856506,0.0023434758,0
288,1.0,0.9905883,0.5501503,exploration,0.9865644,0.0040239096,0
289,1.0,0.9881902,0.5391511,exploitation,0.98584926,0.0023409128,0
290,1.0,0.9907631,0.550422,exploration,0.98676676,0.003996372,0
291,1.0,0.988393,0.53966075,exploitation,0.9860574,0.002335608,0
292,1.0,0.9909416,0.55124724,exploration,0.9869753,0.003966272,0
293,1.0,0.9885972,0.54062504,exploitation,0.9862692,0.0023280382,0
294,1.0,0.99112016,0.55239207,exploration,0.98718554,0.003934622,0
295,1.0,0.9887998,0.54187214,exploitation,0.98648095,0.002318859,0
296,1.0,0.991297,0.5537198,exploration,0.9873949,0.0039020777,0
297,1.0,0.9889993,0.5432981,exploitation,0.98669076,0.0023085475,0
298,1.0,0.991471,0.5551522,exploration,0.98760194,0.0038690567,0
299,1.0,0.98919463,0.5448393,exploration,0.9868972,0.002297461,0
300,1.0,0.9891164,0.54550767,exploration,0.9868144,0.002301991,0
301,1.0,0.98921436,0.5452444,exploration,0.98691225,0.0023021102,0
302,1.0,0.9893022,0.5440191,exploitation,0.98699933,0.002302885,0
303,1.0,0.99186194,0.55304873,exploration,0.98805666,0.0038052797,0
304,1.0,0.989609,0.5406965,exploitation,0.98731494,0.0022940636,0
305,1.0,0.99197173,0.5506579,exploration,0.98818564,0.003786087,0
306,1.0,0.98974293,0.5392196,exploitation,0.98745084,0.0022920966,0
307,1.0,0.9920948,0.54999685,exploration,0.98833114,0.0037636757,0
308,1.0,0.9898925,0.53902745,exploitation,0.98760605,0.0022864342,0
309,1.0,0.99222684,0.5503329,exploration,0.98848957,0.0037372708,0
310,1.0,0.9900485,0.5396021,exploitation,0.98777115,0.0022773743,0
311,1.0,0.9923624,0.55123574,exploration,0.98865426,0.0037081242,0
312,1.0,0.9902062,0.5406383,exploitation,0.9879402,0.0022659898,0
313,1.0,0.99249834,0.55245626,exploration,0.98882127,0.0036770701,0
314,1.0,0.99036235,0.5419561,exploitation,0.98810995,0.0022524,0
315,1.0,0.9926328,0.55385256,exploration,0.9889881,0.0036447048,0
316,1.0,0.9905157,0.5434487,exploitation,0.9882784,0.00223732,0
317,1.0,0.9927649,0.5553459,exploration,0.9891533,0.0036115646,0
318,1.0,0.9906653,0.54505223,exploration,0.98844445,0.002220869,0
319,1.0,0.9905834,0.54575235,exploration,0.98836166,0.0022217631,0
320,1.0,0.990659,0.5454524,exploration,0.9884405,0.0022184849,0
321,1.0,0.99072486,0.54414,exploitation,0.9885089,0.0022159815,0
322,1.0,0.99305785,0.55303174,exploration,0.9895124,0.003545463,0
323,1.0,0.99097365,0.54062897,exploitation,0.9887707,0.002202928,0
324,1.0,0.9931345,0.5505417,exploration,0.9896082,0.0035262704,0
325,1.0,0.9910703,0.5391215,exploitation,0.98887444,0.002195835,0
326,1.0,0.9932248,0.5499012,exploration,0.9897211,0.0035036802,0
327,1.0,0.9911828,0.5389683,exploitation,0.98899746,0.0021853447,0
328,1.0,0.9933241,0.5503015,exploration,0.98984677,0.003477335,0
329,1.0,0.9913024,0.5396054,exploitation,0.98913,0.0021723509,0
330,1.0,0.9934273,0.55127805,exploration,0.98997855,0.0034487247,0
331,1.0,0.99142426,0.540708,exploitation,0.9892669,0.0021573901,0
332,1.0,0.9935314,0.5525682,exploration,0.9901129,0.0034185052,0
333,1.0,0.99154526,0.5420893,exploitation,0.9894047,0.0021405816,0
334,1.0,0.9936347,0.5540262,exploration,0.9902474,0.0033872724,0
335,1.0,0.9916644,0.5436406,exploitation,0.98954165,0.0021227598,0
336,1.0,0.99373627,0.55557317,exploration,0.99038106,0.003355205,0
337,1.0,0.9917806,0.54529864,exploration,0.9896768,0.0021038055,0
338,1.0,0.9916972,0.54602677,exploration,0.9895948,0.002102375,0
339,1.0,0.9917561,0.54569006,exploration,0.989659,0.0020970702,0
340,1.0,0.9918058,0.5442941,exploration,0.98971295,0.0020928383,0
341,1.0,0.9918447,0.5420876,exploitation,0.98975426,0.002090454,0
342,1.0,0.993983,0.550151,exploration,0.9906979,0.0032850504,0
343,1.0,0.9920333,0.53731894,exploitation,0.98995554,0.0020777583,0
344,1.0,0.99402547,0.5468022,exploration,0.9907556,0.0032698512,0
345,1.0,0.992094,0.5351789,exploitation,0.99002457,0.0020694137,0
346,1.0,0.9940853,0.5457807,exploration,0.9908359,0.0032494068,0
347,1.0,0.99217415,0.53471255,exploitation,0.9901169,0.0020572543,0
348,1.0,0.9941561,0.5460333,exploration,0.9909314,0.0032247305,0
349,1.0,0.9922633,0.53520006,exploitation,0.99022126,0.0020420551,0
350,1.0,0.994232,0.5469697,exploration,0.9910349,0.003197074,0
351,1.0,0.99235606,0.5362377,exploitation,0.9903312,0.002024889,0
352,1.0,0.9943098,0.5482642,exploration,0.99114203,0.0031677485,0
353,1.0,0.99244905,0.53759855,exploitation,0.99044293,0.0020061135,0
354,1.0,0.9943878,0.5497404,exploration,0.9912505,0.0031372905,0
355,1.0,0.99254084,0.53915405,exploitation,0.99055463,0.0019862056,0
356,1.0,0.99446493,0.55130583,exploration,0.99135876,0.0031061769,0
357,1.0,0.99263084,0.5408306,exploitation,0.9906652,0.001965642,0
358,1.0,0.99454087,0.5529154,exploration,0.9914659,0.003074944,0
359,1.0,0.99271846,0.54258496,exploitation,0.990774,0.0019444823,0
360,1.0,0.99461514,0.5545491,exploration,0.9915718,0.0030433536,0
361,1.0,0.992804,0.54439116,exploration,0.99088097,0.0019230247,0
362,1.0,0.9927208,0.545181,exploration,0.9908015,0.0019192696,0
363,1.0,0.9927649,0.54481614,exploration,0.9908524,0.0019124746,0
364,1.0,0.99279976,0.54333407,exploitation,0.99089324,0.0019065142,0
365,1.0,0.99477214,0.5517502,exploration,0.9917916,0.0029805303,0
366,1.0,0.99296004,0.5394856,exploitation,0.99107164,0.0018883944,0
367,1.0,0.99480164,0.5490884,exploration,0.99183923,0.0029624104,0
368,1.0,0.99300283,0.5379656,exploitation,0.99112785,0.0018749833,0
369,1.0,0.9948454,0.54852444,exploration,0.99190444,0.0029409528,0
370,1.0,0.9930627,0.53792095,exploitation,0.99120307,0.0018596053,0
371,1.0,0.99489826,0.5490855,exploration,0.99198157,0.0029166937,0
372,1.0,0.9931304,0.53869563,exploitation,0.99128765,0.0018427372,0
373,1.0,0.99495536,0.5502378,exploration,0.99206465,0.002890706,0
374,1.0,0.99320155,0.53993064,exploitation,0.99137646,0.0018250942,0
375,1.0,0.99501425,0.5516925,exploration,0.9921504,0.0028638244,0
376,1.0,0.99327326,0.5414295,exploitation,0.9914665,0.001806736,0
