step,reward,confidence_level,fatigue_level,current_mode,predicted_confidence,confidence_error_history,mode_error_history
59,1.0,0.87259007,0.51845556,exploitation,0.87558264,-0.0029925704,0
60,1.0,0.8773102,0.52277356,exploitation,0.8781179,-0.00080770254,0
61,1.0,0.88231784,0.5288173,exploration,0.88038874,0.0019291043,0
62,1.0,0.88187313,0.5500809,exploration,0.8319593,0.049913824,-1
63,1.0,0.8881875,0.55287737,exploration,0.8371191,0.051068425,-1
64,1.0,0.8938741,0.5533997,exploration,0.8420198,0.051854312,-1
65,1.0,0.89914316,0.55140924,exploration,0.847268,0.051875174,0
66,1.0,0.90402734,0.54746383,exploration,0.8527674,0.051259935,0
67,1.0,0.9085787,0.5419848,exploration,0.85845554,0.050123155,0
68,1.0,0.9128393,0.5353039,exploration,0.864262,0.04857731,0
69,1.0,0.91684365,0.5276799,exploration,0.87011397,0.046729684,0
70,1.0,0.92061937,0.5193152,exploitation,0.875942,0.044677377,0
71,1.0,0.9269012,0.49958917,exploitation,0.916068,0.010833204,0
72,1.0,0.92993695,0.4978172,exploitation,0.9193342,0.010602772,0
73,1.0,0.9333076,0.49939117,exploitation,0.9228636,0.010443985,0
74,1.0,0.936711,0.5036043,exploitation,0.9262184,0.010492623,0
75,1.0,0.940087,0.5098251,exploitation,0.9293904,0.01069665,0
76,1.0,0.9433986,0.5175889,exploitation,0.9323824,0.01101619,0
77,1.0,0.9466198,0.5265399,exploration,0.9352021,0.011417687,0
78,1.0,0.94632775,0.53002304,exploration,0.91152406,0.03480369,0
79,1.0,0.9488552,0.5330135,exploration,0.9147292,0.034126043,0
80,1.0,0.95139027,0.5330544,exploration,0.91804534,0.033344924,0
81,1.0,0.9537046,0.53052753,exploration,0.92120075,0.032503843,0
82,1.0,0.9558161,0.5259614,exploitation,0.9241876,0.03162849,0
83,1.0,0.96171916,0.53729475,exploration,0.94937456,0.012344599,0
84,1.0,0.96024996,0.51592624,exploitation,0.9304492,0.029800773,0
85,1.0,0.9653748,0.53257465,exploration,0.9531004,0.012274444,0
86,1.0,0.9637844,0.5093459,exploitation,0.9353778,0.02840662,0
87,1.0,0.96868515,0.5303876,exploration,0.9565087,0.012176454,0
88,1.0,0.96700704,0.50514424,exploitation,0.939873,0.02713406,0
89,1.0,0.97167057,0.5294625,exploration,0.9596138,0.012056768,0
90,1.0,0.9699094,0.5024574,exploitation,0.94393045,0.025978982,0
91,1.0,0.9743406,0.52902484,exploration,0.9624242,0.011916399,0
92,1.0,0.9725026,0.5007749,exploitation,0.94756883,0.024933755,0
93,1.0,0.97671616,0.528654,exploration,0.9649594,0.011756778,0
94,1.0,0.9748087,0.4997916,exploitation,0.95082146,0.023987234,0
95,1.0,0.9788238,0.5281497,exploration,0.96724343,0.011580348,0
96,1.0,0.97685504,0.49931678,exploitation,0.953727,0.023128033,0
97,1.0,0.9806912,0.52744615,exploration,0.96930134,0.011389852,0
98,1.0,0.97867054,0.49922225,exploitation,0.9563253,0.022345245,0
99,1.0,0.98234516,0.52655715,exploration,0.97115695,0.011188209,0
100,1.0,0.9802829,0.49941322,exploitation,0.9586541,0.021628797,0
101,1.0,0.98381096,0.5255402,exploitation,0.9728327,0.0109782815,0
102,1.0,0.9848518,0.5249283,exploitation,0.9742087,0.010643065,0
103,1.0,0.9854616,0.5281043,exploration,0.9748994,0.0105621815,0
104,1.0,0.9830232,0.5086919,exploitation,0.96263486,0.020388365,0
105,1.0,0.9863473,0.5396054,exploration,0.9758099,0.010537446,0
106,1.0,0.98431396,0.51660866,exploitation,0.964647,0.01966697,0
107,1.0,0.9874451,0.54573363,exploration,0.97716296,0.010282159,0
108,1.0,0.9854101,0.52091235,exploitation,0.96634233,0.019067764,0
109,1.0,0.98838204,0.5484963,exploration,0.97832936,0.010052681,0
110,1.0,0.98635316,0.5233662,exploitation,0.96780056,0.018552601,0
111,1.0,0.9891971,0.5494551,exploration,0.9793616,0.009835482,0
112,1.0,0.98717856,0.5249142,exploitation,0.9690902,0.01808834,0
113,1.0,0.9899136,0.5494819,exploration,0.9802911,0.009622455,0
114,1.0,0.9879082,0.5260309,exploitation,0.9702519,0.017656267,0
115,1.0,0.9905475,0.54907167,exploration,0.9811373,0.0094102025,0
116,1.0,0.98855746,0.52694136,exploration,0.9713118,0.01724565,0
117,1.0,0.98858297,0.52729255,exploration,0.9711582,0.017424762,0
118,1.0,0.9888765,0.5239855,exploitation,0.9716845,0.017192006,0
119,1.0,0.9915799,0.53797114,exploration,0.98259604,0.0089838505,0
120,1.0,0.9895718,0.51362896,exploitation,0.97302353,0.016548276,0
121,1.0,0.99194837,0.52989227,exploration,0.9831049,0.008843482,0
122,1.0,0.989972,0.5085018,exploitation,0.9737153,0.01625669,0
123,1.0,0.9923085,0.52613765,exploitation,0.98364776,0.008660734,0
124,1.0,0.9926388,0.52562696,exploitation,0.98423874,0.008400083,0
125,1.0,0.9928046,0.5297567,exploration,0.9845025,0.008302093,0
126,1.0,0.9907768,0.51565707,exploitation,0.9752787,0.015498102,0
127,1.0,0.99302155,0.54265463,exploration,0.98483616,0.008185387,0
128,1.0,0.9912246,0.52278054,exploitation,0.9762774,0.014947176,0
129,1.0,0.9933454,0.549245,exploration,0.9854218,0.007923603,0
130,1.0,0.9915801,0.526005,exploitation,0.97707224,0.01450789,0
131,1.0,0.99361175,0.5522901,exploration,0.98591423,0.0076975226,0
132,1.0,0.99187344,0.52749014,exploration,0.9777384,0.014135063,0
133,1.0,0.9917681,0.52837545,exploration,0.9774074,0.014360726,0
134,1.0,0.9918944,0.52504796,exploitation,0.97772115,0.014173269,0
135,1.0,0.99402136,0.5437613,exploration,0.986725,0.0072963834,0
136,1.0,0.9922733,0.51315874,exploitation,0.97868747,0.013585806,0
137,1.0,0.9941351,0.53544945,exploration,0.98694825,0.00718683,0
138,1.0,0.9924126,0.5075183,exploitation,0.9790259,0.013386726,0
139,1.0,0.9942696,0.53149134,exploration,0.9872311,0.0070385337,0
140,1.0,0.99257106,0.5050152,exploitation,0.97943395,0.013137102,0
141,1.0,0.99440986,0.5294094,exploration,0.9875354,0.006874442,0
142,1.0,0.9927301,0.5040394,exploitation,0.97985667,0.012873411,0
143,1.0,0.99454767,0.52810144,exploration,0.98784024,0.00670743,0
144,1.0,0.9928826,0.50383526,exploitation,0.98027086,0.012611747,0
145,1.0,0.9946795,0.52711546,exploration,0.98813677,0.0065427423,0
146,1.0,0.99302673,0.50403494,exploitation,0.98066837,0.012358367,0
147,1.0,0.99480456,0.52629286,exploitation,0.98842144,0.006383121,0
148,1.0,0.99499196,0.52604556,exploitation,0.9888404,0.006151557,0
149,1.0,0.9950465,0.53091824,exploration,0.98896176,0.00608474,0
150,1.0,0.99332315,0.51644534,exploitation,0.9814889,0.011834264,0
151,1.0,0.9950883,0.5455104,exploration,0.9890671,0.0060212016,0
152,1.0,0.9935416,0.5250014,exploitation,0.982114,0.011427581,0
153,1.0,0.9952272,0.55209213,exploration,0.9893937,0.0058335066,0
154,1.0,0.9936953,0.52876973,exploration,0.98255825,0.011137068,0
155,1.0,0.9935713,0.53024065,exploration,0.98222256,0.011348724,0
156,1.0,0.99363023,0.5268989,exploration,0.9824102,0.011220038,0
157,1.0,0.99365705,0.5201324,exploitation,0.9825075,0.011149526,0
158,1.0,0.99540895,0.5352363,exploration,0.9898783,0.0055306554,0
159,1.0,0.9938287,0.5040695,exploitation,0.98301816,0.010810554,0
160,1.0,0.99540883,0.52455974,exploitation,0.98990625,0.0055025816,0
161,1.0,0.9955525,0.5215245,exploitation,0.9902417,0.005310774,0
162,1.0,0.99557316,0.52489114,exploitation,0.99030054,0.005272627,0
163,1.0,0.9956208,0.5326032,exploration,0.99042225,0.0051985383,0
164,1.0,0.99401927,0.51350945,exploitation,0.9836406,0.010378659,0
165,1.0,0.9956215,0.5517429,exploration,0.99045265,0.005168855,0
166,1.0,0.9942128,0.52313524,exploitation,0.9842302,0.009982586,0
167,1.0,0.9957237,0.5598671,exploration,0.9907156,0.0050081015,0
168,1.0,0.9943298,0.52707165,exploration,0.9846028,0.009727001,0
169,1.0,0.9941434,0.5298266,exploration,0.9840942,0.010049224,0
170,1.0,0.9941901,0.52719396,exploration,0.98426014,0.009929955,0
171,1.0,0.99420387,0.52081853,exploitation,0.9843332,0.009870648,0
172,1.0,0.995833,0.5444584,exploration,0.9910815,0.0047515035,0
173,1.0,0.99438745,0.5030666,exploitation,0.98490626,0.009481192,0
174,1.0,0.99580115,0.5321143,exploration,0.991054,0.0047471523,0
175,1.0,0.99436826,0.49556202,exploitation,0.98490775,0.009460509,0
176,1.0,0.99581355,0.5260425,exploitation,0.99112284,0.0046907067,0
177,1.0,0.99597746,0.52281386,exploitation,0.99150544,0.0044720173,0
178,1.0,0.9959865,0.52606493,exploitation,0.9915392,0.004447341,0
179,1.0,0.99602145,0.5337696,exploration,0.9916311,0.004390359,0
180,1.0,0.9945122,0.51163983,exploitation,0.9854219,0.009090304,0
181,1.0,0.9959949,0.5536744,exploration,0.9915978,0.004397154,0
182,1.0,0.9946784,0.5230105,exploitation,0.9859319,0.008746505,0
183,1.0,0.99608165,0.56147933,exploration,0.9918229,0.004258752,0
184,1.0,0.994769,0.52805334,exploration,0.98622745,0.008541524,0
185,1.0,0.9945831,0.5312021,exploration,0.9857282,0.008854866,0
186,1.0,0.9946209,0.5288197,exploration,0.9858672,0.008753717,0
187,1.0,0.9946267,0.5225642,exploitation,0.98591787,0.008708835,0
188,1.0,0.99615556,0.54433596,exploration,0.99210346,0.0040521026,0
189,1.0,0.9947719,0.50538254,exploitation,0.9863776,0.008394301,0
190,1.0,0.9961158,0.5317266,exploration,0.99205786,0.004057944,0
191,1.0,0.9947391,0.49830228,exploitation,0.986337,0.008402109,0
192,1.0,0.9961189,0.5256451,exploitation,0.9921003,0.0040186048,0
193,1.0,0.9962553,0.5229333,exploitation,0.99241066,0.0038446188,0
194,1.0,0.99626213,0.5265805,exploration,0.9924353,0.0038268566,0
195,1.0,0.9947935,0.5063466,exploitation,0.98655987,0.008233607,0
196,1.0,0.99622154,0.54152554,exploration,0.9923692,0.0038523674,0
197,1.0,0.9949197,0.5151308,exploitation,0.9869415,0.007978201,0
198,1.0,0.9962907,0.5474504,exploration,0.9925403,0.0037503839,0
199,1.0,0.99499387,0.5190183,exploitation,0.9871726,0.007821262,0
200,1.0,0.996338,0.54903287,exploration,0.99266374,0.0036742687,0
201,1.0,0.9950429,0.52106196,exploitation,0.98733044,0.0077124834,0
202,1.0,0.9963773,0.5487176,exploration,0.9927677,0.0036095977,0
203,1.0,0.9950818,0.5224802,exploitation,0.98745525,0.0076265335,0
204,1.0,0.9964141,0.5476351,exploration,0.9928635,0.0035506487,0
205,1.0,0.99511695,0.5237116,exploitation,0.9875651,0.007551849,0
206,1.0,0.9964504,0.54635096,exploration,0.99295515,0.003495276,0
207,1.0,0.99515176,0.5248777,exploitation,0.98766917,0.0074825883,0
208,1.0,0.99648714,0.54517263,exploration,0.9930438,0.0034433603,0
209,1.0,0.9951879,0.52597773,exploitation,0.9877722,0.0074156523,0
210,1.0,0.9965243,0.5442714,exploration,0.99312955,0.003394723,0
211,1.0,0.99522614,0.5269721,exploration,0.98787713,0.0073490143,0
212,1.0,0.99514174,0.52680933,exploration,0.987655,0.0074867606,0
213,1.0,0.99516016,0.5219919,exploitation,0.98771465,0.007445514,0
214,1.0,0.9965718,0.5296725,exploration,0.99325037,0.0033214092,0
215,1.0,0.9952289,0.509903,exploitation,0.98790365,0.007325232,0
216,1.0,0.9965592,0.52177864,exploitation,0.99322826,0.003330946,0
217,1.0,0.99662775,0.5211791,exploitation,0.99337053,0.003257215,0
218,1.0,0.99664307,0.52658325,exploration,0.99340034,0.003242731,0
219,1.0,0.99529594,0.5162612,exploitation,0.9880833,0.007212639,0
220,1.0,0.99665195,0.5415469,exploration,0.99341834,0.0032336116,0
221,1.0,0.9954146,0.5229949,exploitation,0.98840916,0.007005453,0
222,1.0,0.99670887,0.5483801,exploration,0.99353856,0.0031703115,0
223,1.0,0.995488,0.52524704,exploitation,0.98861057,0.0068774223,0
224,1.0,0.99674714,0.5513285,exploration,0.9936208,0.0031263232,0
225,1.0,0.9955396,0.5259033,exploitation,0.9887524,0.006787181,0
226,1.0,0.9967782,0.55241615,exploration,0.9936888,0.0030893683,0
227,1.0,0.99558085,0.5261318,exploitation,0.98886514,0.006715715,0
228,1.0,0.9968066,0.5525171,exploration,0.99375206,0.0030545592,0
229,1.0,0.9956167,0.5263772,exploration,0.9889619,0.006654799,0
230,1.0,0.9954918,0.5271666,exploration,0.98862153,0.00687027,0
231,1.0,0.9955107,0.5228238,exploitation,0.98868304,0.0068276525,0
232,1.0,0.99684286,0.53920376,exploration,0.99384993,0.002992928,0
233,1.0,0.9956136,0.5088755,exploitation,0.9889749,0.006638646,0
234,1.0,0.9968182,0.5298388,exploration,0.9938061,0.0030120611,0
235,1.0,0.995598,0.5033086,exploitation,0.98894066,0.006657362,0
236,1.0,0.9968238,0.52604204,exploitation,0.993824,0.0029997826,0
237,1.0,0.9969214,0.5248044,exploitation,0.99403197,0.0028894544,0
238,1.0,0.9969311,0.5299143,exploration,0.9940503,0.002880752,0
239,1.0,0.995665,0.51340234,exploitation,0.98912305,0.0065419674,0
240,1.0,0.996914,0.54630643,exploration,0.99401045,0.0029035807,0
241,1.0,0.9957769,0.52183604,exploitation,0.98943263,0.006344259,0
242,1.0,0.99696714,0.552737,exploration,0.9941261,0.0028410554,0
243,1.0,0.99583685,0.5250713,exploitation,0.9896019,0.006234944,0
244,1.0,0.9969995,0.5546284,exploration,0.99420124,0.0027982593,0
245,1.0,0.9958734,0.5265559,exploration,0.98970747,0.0061659217,0
246,1.0,0.99574274,0.5279952,exploration,0.9893538,0.0063889623,0
247,1.0,0.9957606,0.5239609,exploitation,0.9894159,0.0063447356,0
248,1.0,0.99703,0.5418109,exploration,0.99429697,0.0027330518,0
249,1.0,0.9958598,0.5098442,exploitation,0.98970604,0.0061537623,0
250,1.0,0.99700063,0.53201836,exploration,0.9942483,0.0027523637,0
251,1.0,0.9958371,0.50442135,exploitation,0.98965794,0.006179154,0
252,1.0,0.9970017,0.52791363,exploration,0.9942603,0.0027413964,0
253,1.0,0.99584323,0.5026055,exploitation,0.9896852,0.006158054,0
254,1.0,0.9970162,0.5258889,exploitation,0.99429756,0.0027186275,0
255,1.0,0.99710864,0.5250656,exploitation,0.9944936,0.0026150346,0
256,1.0,0.9971179,0.53056204,exploration,0.99451065,0.0026072264,0
257,1.0,0.9959121,0.5156418,exploitation,0.9898728,0.006039262,0
258,1.0,0.997106,0.5471497,exploration,0.9944817,0.002624333,0
259,1.0,0.9960163,0.5245241,exploitation,0.9901597,0.005856633,0
260,1.0,0.9971551,0.5535131,exploration,0.9945874,0.002567649,0
261,1.0,0.99606955,0.52791464,exploration,0.9903105,0.0057590604,0
262,1.0,0.99595475,0.52957934,exploration,0.99000144,0.005953312,0
263,1.0,0.9959709,0.5255639,exploitation,0.9900596,0.0059112906,0
264,1.0,0.99718696,0.5432255,exploration,0.9946832,0.0025037527,0
265,1.0,0.9960603,0.51136917,exploitation,0.99032557,0.0057347417,0
266,1.0,0.99715614,0.5339843,exploration,0.99463177,0.002524376,0
267,1.0,0.9960375,0.5058707,exploitation,0.990279,0.0057584643,0
268,1.0,0.9971547,0.5302525,exploration,0.994638,0.002516687,0
269,1.0,0.9960419,0.5039683,exploitation,0.99030226,0.0057396293,0
270,1.0,0.997166,0.5284062,exploration,0.9946682,0.0024977922,0
271,1.0,0.9960562,0.5035515,exploitation,0.9903488,0.005707383,0
272,1.0,0.99718285,0.52717674,exploration,0.99470794,0.002474904,0
273,1.0,0.9960741,0.5037936,exploitation,0.9904022,0.005671859,0
274,1.0,0.9972024,0.5261772,exploitation,0.9947514,0.0024510026,0
275,1.0,0.9972867,0.5258102,exploitation,0.9949262,0.0023604631,0
276,1.0,0.99729675,0.5317557,exploration,0.9949427,0.0023540258,0
277,1.0,0.99614644,0.51868296,exploitation,0.9905877,0.005558729,0
278,1.0,0.9972926,0.5485409,exploration,0.994926,0.0023666024,0
279,1.0,0.99624556,0.5276635,exploration,0.990854,0.005391538,0
280,1.0,0.9961558,0.5302583,exploration,0.9906138,0.0055419803,0
281,1.0,0.9961748,0.52668846,exploration,0.9906775,0.0054973364,0
282,1.0,0.99616516,0.51901263,exploitation,0.9906667,0.005498469,0
283,1.0,0.997326,0.5340755,exploration,0.9950246,0.002301395,0
284,1.0,0.9962198,0.5010289,exploitation,0.990838,0.0053818226,0
285,1.0,0.99728274,0.52345556,exploitation,0.99494755,0.0023351908,0
286,1.0,0.99736184,0.5203465,exploitation,0.9951167,0.0022451282,0
287,1.0,0.99736005,0.5247793,exploitation,0.9951149,0.0022451282,0
288,1.0,0.99738115,0.5339552,exploration,0.99515945,0.0022217035,0
289,1.0,0.996262,0.51357293,exploitation,0.9909815,0.0052804947,0
290,1.0,0.997361,0.55607,exploration,0.99511504,0.0022459626,0
291,1.0,0.9963736,0.52381855,exploitation,0.9912971,0.005076468,0
292,1.0,0.9974025,0.56392694,exploration,0.9952128,0.0021896958,0
293,1.0,0.9964187,0.5275114,exploration,0.99144006,0.004978657,0
294,1.0,0.996262,0.5308385,exploration,0.99102485,0.005237162,0
295,1.0,0.9962788,0.5277785,exploration,0.9910919,0.0051869154,0
296,1.0,0.99626654,0.5204285,exploitation,0.9910851,0.005181432,0
297,1.0,0.99739695,0.54413104,exploration,0.9952762,0.0021207333,0
298,1.0,0.99634784,0.5004275,exploitation,0.99135077,0.0049970746,0
299,1.0,0.9973386,0.5305599,exploration,0.99518675,0.002151847,0
300,1.0,0.9962943,0.4931742,exploitation,0.9912469,0.0050474405,0
301,1.0,0.9973207,0.5243119,exploitation,0.995175,0.0021457076,0
302,1.0,0.99742067,0.520816,exploitation,0.9953896,0.0020310879,0
303,1.0,0.99741507,0.524833,exploitation,0.9953839,0.0020311475,0
304,1.0,0.9974322,0.5337201,exploration,0.9954224,0.0020097494,0
305,1.0,0.99633527,0.51350176,exploitation,0.991411,0.0049242973,0
306,1.0,0.9974082,0.5554062,exploration,0.99537635,0.0020318627,0
307,1.0,0.99643904,0.5254698,exploitation,0.9917054,0.004733622,0
308,1.0,0.99744993,0.56275636,exploration,0.99547726,0.0019726753,0
309,1.0,0.99647826,0.5303119,exploration,0.991833,0.004645288,0
310,1.0,0.9963393,0.53331715,exploration,0.9914765,0.004862845,0
311,1.0,0.9963527,0.530165,exploration,0.9915348,0.0048178434,0
312,1.0,0.9963381,0.52279115,exploitation,0.99152464,0.0048134923,0
313,1.0,0.99743867,0.54131764,exploration,0.99553466,0.0019040108,0
314,1.0,0.9963924,0.50428975,exploitation,0.99171597,0.004676461,0
315,1.0,0.99738413,0.52847046,exploration,0.9954549,0.0019292235,0
316,1.0,0.99634176,0.49749994,exploitation,0.991619,0.004722774,0
317,1.0,0.99736756,0.523005,exploitation,0.9954436,0.0019239783,0
318,1.0,0.99744993,0.52079934,exploitation,0.9956144,0.001835525,0
319,1.0,0.9974486,0.5255828,exploitation,0.9956151,0.0018334985,0
320,1.0,0.9974687,0.5348939,exploration,0.9956553,0.0018134117,0
321,1.0,0.99639964,0.5182524,exploitation,0.9918039,0.0045957565,0
322,1.0,0.9974583,0.55606157,exploration,0.99563193,0.0018263459,0
323,1.0,0.9965012,0.5294222,exploration,0.9920785,0.0044227242,0
324,1.0,0.9963889,0.53341603,exploration,0.99179345,0.0045954585,0
325,1.0,0.9964066,0.5308635,exploration,0.99185973,0.0045468807,0
326,1.0,0.9963946,0.5238549,exploitation,0.99185467,0.004539907,0
327,1.0,0.9974782,0.5450744,exploration,0.99573,0.0017482042,0
328,1.0,0.9964592,0.50504625,exploitation,0.9920697,0.004389465,0
329,1.0,0.99742365,0.5332508,exploration,0.99564904,0.0017746091,0
330,1.0,0.99641246,0.49781978,exploitation,0.9919837,0.0044287443,0
331,1.0,0.9974058,0.528102,exploration,0.9956333,0.0017725229,0
332,1.0,0.9963972,0.4954365,exploitation,0.99197066,0.004426539,0
333,1.0,0.99740475,0.5250474,exploitation,0.9956456,0.0017591715,0
334,1.0,0.9974981,0.52279454,exploitation,0.99583226,0.0016658306,0
335,1.0,0.9974975,0.5274586,exploration,0.99583155,0.0016659498,0
336,1.0,0.9964179,0.5081556,exploitation,0.9920459,0.0043720007,0
337,1.0,0.99746525,0.54442585,exploration,0.9957663,0.0016989708,0
338,1.0,0.99650216,0.51794165,exploitation,0.99226826,0.0042338967,0
339,1.0,0.9975032,0.5502793,exploration,0.99584466,0.0016585588,0
340,1.0,0.99653804,0.5219608,exploitation,0.9923685,0.0041695237,0
341,1.0,0.9975222,0.55134195,exploration,0.9958895,0.0016326904,0
342,1.0,0.99655414,0.5240798,exploitation,0.992417,0.0041371584,0
343,1.0,0.99753547,0.55056185,exploration,0.9959233,0.0016121864,0
344,1.0,0.99656385,0.5256416,exploitation,0.9924455,0.0041183233,0
345,1.0,0.9975477,0.5491818,exploration,0.99595356,0.0015941262,0
346,1.0,0.9965724,0.5270455,exploration,0.9924676,0.004104793,0
347,1.0,0.996482,0.5275853,exploration,0.99224055,0.0042414665,0
348,1.0,0.9964882,0.5228068,exploitation,0.99226576,0.0042224526,0
349,1.0,0.9975515,0.5325933,exploration,0.99598277,0.0015687346,0
350,1.0,0.9965249,0.50975555,exploitation,0.99237084,0.0041540265,0
351,1.0,0.9975228,0.5235883,exploitation,0.9959345,0.001588285,0
352,1.0,0.9975714,0.5225735,exploitation,0.9960257,0.0015457273,0
353,1.0,0.9975768,0.5282509,exploration,0.9960306,0.0015461445,0
354,1.0,0.99654084,0.51756614,exploitation,0.99239796,0.0041428804,0
355,1.0,0.9975768,0.54416263,exploration,0.9960187,0.0015580654,0
356,1.0,0.99662375,0.52487814,exploitation,0.9925996,0.004024148,0
357,1.0,0.99761117,0.5507553,exploration,0.9960783,0.0015328526,0
358,1.0,0.9966659,0.5272009,exploration,0.99270177,0.003964126,0
359,1.0,0.99657273,0.52817994,exploration,0.99246466,0.0041080713,0
360,1.0,0.99658054,0.52364,exploitation,0.992493,0.0040875673,0
361,1.0,0.997624,0.5412134,exploration,0.9961133,0.0015106797,0
362,1.0,0.99664634,0.5086529,exploitation,0.99267673,0.0039696097,0
363,1.0,0.9975902,0.5324771,exploration,0.996055,0.0015351772,0
364,1.0,0.9966221,0.5027163,exploitation,0.9926224,0.00399971,0
365,1.0,0.9975834,0.52914256,exploration,0.99604416,0.0015392303,0
366,1.0,0.9966217,0.50056165,exploitation,0.9926237,0.003998041,0
367,1.0,0.99758816,0.5274183,exploration,0.99605334,0.0015348196,0
368,1.0,0.99662906,0.5000265,exploitation,0.9926416,0.0039874315,0
369,1.0,0.9975981,0.5260567,exploitation,0.9960711,0.0015270114,0
370,1.0,0.9976782,0.52494985,exploitation,0.9962225,0.0014557242,0
371,1.0,0.9976834,0.5304727,exploration,0.9962262,0.0014572144,0
372,1.0,0.9966767,0.51415694,exploitation,0.9927395,0.003937185,0
373,1.0,0.9976688,0.54777825,exploration,0.99618334,0.001485467,0
374,1.0,0.9967618,0.52355367,exploitation,0.9929454,0.0038164258,0
375,1.0,0.9977062,0.5539334,exploration,0.99625045,0.0014557242,0
376,1.0,0.99679935,0.5271341,exploration,0.99303705,0.0037623048,0
377,1.0,0.99669635,0.5289385,exploration,0.9927746,0.003921747,0
