step,loss_conf_fat,loss_pred_conf,loss_pred_mode,confidence_level,fatigue_level,predicted_confidence,mode_error
2627,0.000000,0.000000,0.323109,0.9997,0.7285,0.9996,0
2628,0.000000,0.000000,0.323107,0.9997,0.7276,0.9996,0
2629,0.000000,0.000000,0.323101,0.9997,0.7266,0.9996,0
2630,0.000000,0.000000,0.323091,0.9997,0.7257,0.9996,0
2631,0.000000,0.000000,0.323078,0.9997,0.7247,0.9996,0
2632,0.000000,0.000000,0.323063,0.9997,0.7238,0.9995,0
2633,0.000000,0.000000,0.358679,0.9999,0.7293,0.9999,0
2634,0.000021,0.000000,0.323007,0.9997,0.7218,0.9996,0
2635,0.000021,0.000000,0.358488,0.9999,0.7331,0.9999,0
2636,0.000022,0.000000,0.322985,0.9997,0.7254,0.9996,0
2637,0.000015,0.000000,0.323036,0.9997,0.7298,0.9996,0
2638,0.000000,0.000000,0.323009,0.9997,0.7293,0.9996,0
2639,0.000000,0.000000,0.323007,0.9997,0.7280,0.9996,0
2640,0.000000,0.000000,0.323005,0.9997,0.7271,0.9996,0
2641,0.000000,0.000000,0.322997,0.9997,0.7261,0.9996,0
2642,0.000000,0.000000,0.322986,0.9997,0.7252,0.9996,0
2643,0.000000,0.000000,0.322972,0.9997,0.7242,0.9996,0
2644,0.000000,0.000000,0.322955,0.9997,0.7233,0.9996,0
2645,0.000022,0.000000,0.358068,0.9999,0.7215,0.9999,0
2646,0.000002,0.000000,0.357951,0.9999,0.7283,0.9999,0
2647,0.000011,0.000000,0.322913,0.9997,0.7318,0.9996,0
2648,0.000000,0.000000,0.322900,0.9997,0.7307,0.9996,0
2649,0.000000,0.000000,0.322908,0.9997,0.7295,0.9996,0
2650,0.000000,0.000000,0.322912,0.9997,0.7286,0.9996,0
2651,0.000000,0.000000,0.322910,0.9997,0.7276,0.9996,0
2652,0.000000,0.000000,0.322904,0.9997,0.7267,0.9996,0
2653,0.000000,0.000000,0.322895,0.9997,0.7257,0.9996,0
2654,0.000000,0.000000,0.322882,0.9997,0.7248,0.9996,0
2655,0.000000,0.000000,0.322867,0.9997,0.7238,0.9996,0
2656,0.000000,0.000000,0.322850,0.9997,0.7229,0.9996,0
2657,0.000003,0.000000,0.357467,0.9999,0.7254,0.9999,0
2658,0.000000,0.000000,0.322808,0.9997,0.7236,0.9996,0
2659,0.000001,0.000000,0.357378,0.9999,0.7303,0.9999,0
2660,0.000005,0.000000,0.322777,0.9997,0.7262,0.9996,0
2661,0.000008,0.000000,0.322805,0.9997,0.7290,0.9996,0
2662,0.000000,0.000000,0.322786,0.9997,0.7282,0.9996,0
2663,0.000000,0.000000,0.322784,0.9997,0.7271,0.9996,0
2664,0.000000,0.000000,0.322780,0.9997,0.7261,0.9996,0
2665,0.000000,0.000000,0.322772,0.9997,0.7252,0.9996,0
2666,0.000000,0.000000,0.322760,0.9997,0.7242,0.9996,0
2667,0.000000,0.000000,0.322746,0.9997,0.7233,0.9996,0
2668,0.000000,0.000000,0.356965,0.9999,0.7280,0.9999,0
2669,0.000012,0.000000,0.322694,0.9997,0.7220,0.9996,0
2670,0.000012,0.000000,0.356859,0.9999,0.7318,0.9999,0
2671,0.000014,0.000000,0.322664,0.9997,0.7256,0.9996,0
2672,0.000012,0.000000,0.322699,0.9997,0.7294,0.9996,0
2673,0.000000,0.000000,0.322671,0.9997,0.7287,0.9996,0
2674,0.000000,0.000000,0.322665,0.9997,0.7275,0.9996,0
2675,0.000000,0.000000,0.322659,0.9997,0.7265,0.9996,0
2676,0.000000,0.000000,0.322648,0.9997,0.7256,0.9996,0
2677,0.000000,0.000000,0.322634,0.9997,0.7247,0.9996,0
2678,0.000000,0.000000,0.322618,0.9997,0.7237,0.9996,0
2679,0.000014,0.000000,0.356601,0.9999,0.7233,0.9999,0
2680,0.000000,0.000000,0.356524,0.9999,0.7285,0.9999,0
2681,0.000007,0.000000,0.322577,0.9997,0.7312,0.9996,0
2682,0.000000,0.000000,0.322569,0.9997,0.7311,0.9996,0
2683,0.000000,0.000000,0.322571,0.9997,0.7300,0.9996,0
2684,0.000000,0.000000,0.322574,0.9997,0.7290,0.9996,0
2685,0.000000,0.000000,0.322573,0.9997,0.7280,0.9996,0
2686,0.000000,0.000000,0.322567,0.9997,0.7271,0.9996,0
2687,0.000000,0.000000,0.322558,0.9997,0.7261,0.9996,0
2688,0.000000,0.000000,0.322547,0.9997,0.7252,0.9996,0
2689,0.000000,0.000000,0.322532,0.9997,0.7242,0.9996,0
2690,0.000000,0.000000,0.322515,0.9997,0.7233,0.9996,0
2691,0.000000,0.000000,0.356031,0.9999,0.7275,0.9999,0
2692,0.000008,0.000000,0.322465,0.9997,0.7224,0.9996,0
2693,0.000010,0.000000,0.355903,0.9999,0.7317,0.9999,0
2694,0.000013,0.000000,0.322439,0.9997,0.7256,0.9996,0
2695,0.000012,0.000000,0.322478,0.9997,0.7294,0.9996,0
2696,0.000000,0.000000,0.322454,0.9997,0.7287,0.9996,0
2697,0.000000,0.000000,0.322452,0.9997,0.7275,0.9996,0
2698,0.000000,0.000000,0.322448,0.9997,0.7265,0.9996,0
2699,0.000000,0.000000,0.322441,0.9997,0.7256,0.9996,0
2700,0.000000,0.000000,0.322430,0.9997,0.7246,0.9996,0
2701,0.000000,0.000000,0.322416,0.9997,0.7237,0.9996,0
2702,0.000007,0.000000,0.355524,0.9999,0.7248,0.9999,0
2703,0.000002,0.000000,0.322390,0.9997,0.7258,0.9996,0
2704,0.000002,0.000000,0.322378,0.9997,0.7265,0.9996,0
2705,0.000000,0.000000,0.322363,0.9997,0.7254,0.9996,0
2706,0.000000,0.000000,0.322355,0.9997,0.7244,0.9996,0
2707,0.000000,0.000000,0.322345,0.9997,0.7234,0.9996,0
2708,0.000001,0.000000,0.355363,0.9999,0.7270,0.9999,0
2709,0.000004,0.000000,0.322308,0.9997,0.7233,0.9996,0
2710,0.000006,0.000000,0.355210,0.9999,0.7317,0.9999,0
2711,0.000011,0.000000,0.322287,0.9997,0.7260,0.9996,0
2712,0.000011,0.000000,0.322325,0.9997,0.7296,0.9996,0
2713,0.000000,0.000000,0.322305,0.9997,0.7289,0.9996,0
2714,0.000000,0.000000,0.322306,0.9997,0.7277,0.9996,0
2715,0.000000,0.000000,0.322305,0.9997,0.7267,0.9996,0
2716,0.000000,0.000000,0.322299,0.9997,0.7258,0.9996,0
2717,0.000000,0.000000,0.322290,0.9997,0.7248,0.9996,0
2718,0.000000,0.000000,0.322279,0.9997,0.7239,0.9996,0
2719,0.000000,0.000000,0.322265,0.9997,0.7229,0.9996,0
2720,0.000002,0.000000,0.354711,0.9999,0.7259,0.9999,0
2721,0.000001,0.000000,0.322227,0.9997,0.7232,0.9996,0
2722,0.000002,0.000000,0.354599,0.9999,0.7302,0.9999,0
2723,0.000004,0.000000,0.322203,0.9997,0.7264,0.9996,0
2724,0.000007,0.000000,0.322229,0.9997,0.7291,0.9996,0
2725,0.000000,0.000000,0.322213,0.9997,0.7283,0.9996,0
2726,0.000000,0.000000,0.322212,0.9997,0.7271,0.9996,0
2727,0.000000,0.000000,0.322210,0.9997,0.7262,0.9996,0
2728,0.000000,0.000000,0.322203,0.9997,0.7252,0.9996,0
2729,0.000000,0.000000,0.322194,0.9997,0.7243,0.9996,0
2730,0.000000,0.000000,0.322181,0.9997,0.7233,0.9996,0
2731,0.000003,0.000000,0.354208,0.9999,0.7259,0.9999,0
2732,0.000000,0.000000,0.322145,0.9997,0.7241,0.9996,0
2733,0.000005,0.000000,0.322146,0.9997,0.7261,0.9996,0
2734,0.000000,0.000000,0.322122,0.9997,0.7251,0.9996,0
2735,0.000000,0.000000,0.322112,0.9997,0.7240,0.9996,0
2736,0.000000,0.000000,0.322100,0.9997,0.7231,0.9996,0
2737,0.000000,0.000000,0.354087,0.9999,0.7275,0.9999,0
2738,0.000010,0.000000,0.322056,0.9997,0.7221,0.9996,0
2739,0.000011,0.000000,0.353948,0.9999,0.7318,0.9999,0
2740,0.000015,0.000000,0.322031,0.9997,0.7253,0.9996,0
2741,0.000012,0.000000,0.322069,0.9997,0.7292,0.9996,0
2742,0.000000,0.000000,0.322044,0.9997,0.7285,0.9996,0
2743,0.000000,0.000000,0.322040,0.9997,0.7273,0.9996,0
2744,0.000000,0.000000,0.322037,0.9997,0.7263,0.9996,0
2745,0.000000,0.000000,0.322029,0.9997,0.7254,0.9996,0
2746,0.000000,0.000000,0.322018,0.9997,0.7245,0.9996,0
2747,0.000000,0.000000,0.322004,0.9997,0.7235,0.9996,0
2748,0.000008,0.000000,0.353637,0.9999,0.7243,0.9999,0
2749,0.000003,0.000000,0.321980,0.9997,0.7259,0.9996,0
2750,0.000001,0.000000,0.321965,0.9997,0.7264,0.9996,0
2751,0.000000,0.000000,0.321952,0.9997,0.7252,0.9996,0
2752,0.000000,0.000000,0.321944,0.9997,0.7242,0.9996,0
2753,0.000000,0.000000,0.321934,0.9997,0.7233,0.9996,0
2754,0.000001,0.000000,0.353500,0.9999,0.7267,0.9999,0
2755,0.000003,0.000000,0.321899,0.9997,0.7232,0.9996,0
2756,0.000006,0.000000,0.353361,0.9999,0.7315,0.9999,0
2757,0.000010,0.000000,0.321877,0.9997,0.7259,0.9996,0
2758,0.000011,0.000000,0.321913,0.9997,0.7295,0.9996,0
2759,0.000000,0.000000,0.321894,0.9997,0.7287,0.9996,0
2760,0.000000,0.000000,0.321895,0.9997,0.7275,0.9996,0
2761,0.000000,0.000000,0.321894,0.9997,0.7265,0.9996,0
2762,0.000000,0.000000,0.321889,0.9997,0.7256,0.9996,0
2763,0.000000,0.000000,0.321881,0.9997,0.7246,0.9996,0
2764,0.000000,0.000000,0.321870,0.9997,0.7237,0.9996,0
2765,0.000001,0.000000,0.352882,0.9999,0.7271,0.9999,0
2766,0.000003,0.000000,0.321835,0.9997,0.7236,0.9996,0
2767,0.000004,0.000000,0.352746,0.9999,0.7313,0.9999,0
2768,0.000005,0.000000,0.321817,0.9997,0.7269,0.9996,0
2769,0.000008,0.000000,0.321846,0.9997,0.7299,0.9996,0
2770,0.000000,0.000000,0.321830,0.9997,0.7291,0.9996,0
2771,0.000000,0.000000,0.321831,0.9997,0.7279,0.9996,0
2772,0.000000,0.000000,0.321830,0.9997,0.7270,0.9996,0
2773,0.000000,0.000000,0.321824,0.9997,0.7260,0.9996,0
2774,0.000000,0.000000,0.321816,0.9997,0.7251,0.9996,0
2775,0.000000,0.000000,0.321805,0.9997,0.7241,0.9996,0
2776,0.000000,0.000000,0.321792,0.9997,0.7231,0.9996,0
2777,0.000006,0.000000,0.352293,0.9999,0.7247,0.9999,0
2778,0.000001,0.000000,0.321763,0.9997,0.7249,0.9996,0
2779,0.000002,0.000000,0.321756,0.9997,0.7260,0.9996,0
2780,0.000000,0.000000,0.321739,0.9997,0.7249,0.9996,0
2781,0.000000,0.000000,0.321732,0.9997,0.7238,0.9996,0
2782,0.000000,0.000000,0.321721,0.9997,0.7229,0.9996,0
2783,0.000000,0.000000,0.352174,0.9999,0.7270,0.9999,0
2784,0.000007,0.000000,0.321683,0.9997,0.7222,0.9996,0
2785,0.000010,0.000000,0.352065,0.9999,0.7316,0.9999,0
2786,0.000015,0.000000,0.321659,0.9997,0.7252,0.9996,0
2787,0.000013,0.000000,0.321696,0.9997,0.7291,0.9996,0
2788,0.000000,0.000000,0.321672,0.9997,0.7284,0.9996,0
2789,0.000000,0.000000,0.321670,0.9997,0.7271,0.9996,0
2790,0.000000,0.000000,0.321667,0.9997,0.7262,0.9996,0
2791,0.000000,0.000000,0.321660,0.9997,0.7252,0.9996,0
2792,0.000000,0.000000,0.321650,0.9997,0.7243,0.9996,0
2793,0.000000,0.000000,0.321638,0.9997,0.7233,0.9996,0
2794,0.000005,0.000000,0.351711,0.9999,0.7251,0.9999,0
2795,0.000000,0.000000,0.321610,0.9997,0.7249,0.9996,0
2796,0.000003,0.000000,0.321606,0.9997,0.7262,0.9996,0
2797,0.000000,0.000000,0.321589,0.9997,0.7251,0.9996,0
2798,0.000000,0.000000,0.321582,0.9997,0.7240,0.9996,0
2799,0.000000,0.000000,0.321572,0.9997,0.7231,0.9996,0
2800,0.000001,0.000000,0.351575,0.9999,0.7268,0.9999,0
2801,0.000005,0.000000,0.321537,0.9997,0.7227,0.9996,0
2802,0.000007,0.000000,0.351435,0.9999,0.7314,0.9999,0
2803,0.000011,0.000000,0.321517,0.9997,0.7256,0.9996,0
2804,0.000011,0.000000,0.321553,0.9997,0.7293,0.9996,0
2805,0.000000,0.000000,0.321534,0.9997,0.7285,0.9996,0
2806,0.000000,0.000000,0.321535,0.9997,0.7273,0.9996,0
2807,0.000000,0.000000,0.321535,0.9997,0.7264,0.9996,0
2808,0.000000,0.000000,0.321530,0.9997,0.7254,0.9996,0
2809,0.000000,0.000000,0.321522,0.9997,0.7245,0.9996,0
2810,0.000000,0.000000,0.321512,0.9997,0.7235,0.9996,0
2811,0.000003,0.000000,0.350993,0.9999,0.7258,0.9999,0
2812,0.000000,0.000000,0.321485,0.9997,0.7246,0.9996,0
2813,0.000004,0.000000,0.321486,0.9997,0.7263,0.9996,0
2814,0.000000,0.000000,0.321468,0.9997,0.7253,0.9996,0
2815,0.000000,0.000000,0.321462,0.9997,0.7242,0.9996,0
2816,0.000000,0.000000,0.321454,0.9997,0.7233,0.9996,0
2817,0.000000,0.000000,0.350844,0.9999,0.7273,0.9999,0
2818,0.000007,0.000000,0.321416,0.9997,0.7226,0.9996,0
2819,0.000009,0.000000,0.350733,0.9999,0.7318,0.9999,0
2820,0.000013,0.000000,0.321390,0.9997,0.7257,0.9996,0
2821,0.000012,0.000000,0.321422,0.9997,0.7295,0.9996,0
2822,0.000000,0.000000,0.321398,0.9997,0.7287,0.9996,0
2823,0.000000,0.000000,0.321395,0.9997,0.7275,0.9996,0
2824,0.000000,0.000000,0.321392,0.9997,0.7265,0.9996,0
2825,0.000000,0.000000,0.321384,0.9997,0.7256,0.9996,0
2826,0.000000,0.000000,0.321374,0.9997,0.7246,0.9996,0
2827,0.000000,0.000000,0.321361,0.9997,0.7237,0.9996,0
2828,0.000006,0.000000,0.350466,0.9999,0.7252,0.9999,0
2829,0.000001,0.000000,0.321334,0.9997,0.7255,0.9996,0
2830,0.000002,0.000000,0.321327,0.9997,0.7265,0.9996,0
2831,0.000000,0.000000,0.321311,0.9997,0.7254,0.9996,0
2832,0.000000,0.000000,0.321304,0.9997,0.7244,0.9996,0
2833,0.000000,0.000000,0.321295,0.9997,0.7234,0.9996,0
2834,0.000001,0.000000,0.350353,0.9999,0.7272,0.9999,0
2835,0.000005,0.000000,0.321260,0.9997,0.7231,0.9996,0
2836,0.000007,0.000000,0.350223,0.9999,0.7319,0.9999,0
2837,0.000012,0.000000,0.321240,0.9997,0.7260,0.9996,0
2838,0.000011,0.000000,0.321275,0.9997,0.7297,0.9996,0
2839,0.000000,0.000000,0.321256,0.9997,0.7289,0.9996,0
2840,0.000000,0.000000,0.321257,0.9997,0.7277,0.9996,0
2841,0.000000,0.000000,0.321256,0.9997,0.7267,0.9996,0
2842,0.000000,0.000000,0.321252,0.9997,0.7258,0.9996,0
2843,0.000000,0.000000,0.321244,0.9997,0.7248,0.9996,0
2844,0.000000,0.000000,0.321234,0.9997,0.7239,0.9996,0
2845,0.000000,0.000000,0.321222,0.9997,0.7229,0.9996,0
2846,0.000003,0.000000,0.349813,0.9999,0.7252,0.9999,0
2847,0.000000,0.000000,0.321192,0.9997,0.7240,0.9996,0
2848,0.000004,0.000000,0.321193,0.9997,0.7257,0.9996,0
2849,0.000000,0.000000,0.321174,0.9997,0.7247,0.9996,0
2850,0.000000,0.000000,0.321167,0.9997,0.7236,0.9996,0
2851,0.000000,0.000000,0.349703,0.9999,0.7275,0.9999,0
2852,0.000006,0.000000,0.321137,0.9997,0.7231,0.9996,0
2853,0.000008,0.000000,0.349549,0.9999,0.7321,0.9999,0
2854,0.000013,0.000000,0.321120,0.9997,0.7261,0.9996,0
2855,0.000012,0.000000,0.321158,0.9997,0.7299,0.9996,0
2856,0.000000,0.000000,0.321140,0.9997,0.7291,0.9996,0
2857,0.000000,0.000000,0.321142,0.9997,0.7279,0.9996,0
2858,0.000000,0.000000,0.321142,0.9997,0.7269,0.9996,0
2859,0.000000,0.000000,0.321139,0.9997,0.7260,0.9996,0
2860,0.000000,0.000000,0.321132,0.9997,0.7250,0.9996,0
2861,0.000000,0.000000,0.321123,0.9997,0.7240,0.9996,0
2862,0.000000,0.000000,0.321112,0.9997,0.7231,0.9996,0
2863,0.000005,0.000000,0.349092,0.9999,0.7248,0.9999,0
2864,0.000000,0.000000,0.321086,0.9997,0.7247,0.9996,0
2865,0.000003,0.000000,0.321082,0.9997,0.7259,0.9996,0
2866,0.000000,0.000000,0.321066,0.9997,0.7249,0.9996,0
2867,0.000000,0.000000,0.321060,0.9997,0.7238,0.9996,0
2868,0.000001,0.000000,0.348974,0.9999,0.7275,0.9999,0
2869,0.000004,0.000000,0.321032,0.9997,0.7235,0.9996,0
2870,0.000007,0.000000,0.348826,0.9999,0.7323,0.9999,0
2871,0.000012,0.000000,0.321015,0.9997,0.7263,0.9996,0
2872,0.000012,0.000000,0.321052,0.9997,0.7301,0.9996,0
2873,0.000000,0.000000,0.321034,0.9997,0.7293,0.9996,0
2874,0.000000,0.000000,0.321036,0.9997,0.7280,0.9996,0
2875,0.000000,0.000000,0.321037,0.9997,0.7271,0.9996,0
2876,0.000000,0.000000,0.321033,0.9997,0.7261,0.9996,0
2877,0.000000,0.000000,0.321027,0.9997,0.7252,0.9996,0
2878,0.000000,0.000000,0.321018,0.9997,0.7242,0.9996,0
2879,0.000000,0.000000,0.321007,0.9997,0.7233,0.9996,0
2880,0.000003,0.000000,0.348434,0.9999,0.7257,0.9999,0
2881,0.000000,0.000000,0.320975,0.9997,0.7242,0.9996,0
2882,0.000004,0.000000,0.320975,0.9997,0.7261,0.9996,0
2883,0.000000,0.000000,0.320954,0.9997,0.7251,0.9996,0
2884,0.000000,0.000000,0.320945,0.9997,0.7240,0.9996,0
2885,0.000000,0.000000,0.320935,0.9997,0.7230,0.9996,0
2886,0.000000,0.000000,0.348331,0.9999,0.7272,0.9999,0
2887,0.000008,0.000000,0.320897,0.9997,0.7222,0.9996,0
2888,0.000010,0.000000,0.348236,0.9999,0.7317,0.9999,0
2889,0.000014,0.000000,0.320873,0.9997,0.7254,0.9996,0
2890,0.000012,0.000000,0.320906,0.9997,0.7293,0.9996,0
2891,0.000000,0.000000,0.320883,0.9997,0.7285,0.9996,0
2892,0.000000,0.000000,0.320881,0.9997,0.7273,0.9996,0
2893,0.000000,0.000000,0.320878,0.9997,0.7263,0.9996,0
2894,0.000000,0.000000,0.320871,0.9997,0.7254,0.9996,0
2895,0.000000,0.000000,0.320862,0.9997,0.7244,0.9996,0
2896,0.000000,0.000000,0.320851,0.9997,0.7234,0.9996,0
2897,0.000008,0.000000,0.347977,0.9999,0.7245,0.9999,0
2898,0.000003,0.000000,0.320829,0.9997,0.7257,0.9996,0
2899,0.000001,0.000000,0.320817,0.9997,0.7263,0.9996,0
2900,0.000000,0.000000,0.320805,0.9997,0.7252,0.9996,0
2901,0.000000,0.000000,0.320799,0.9997,0.7242,0.9996,0
2902,0.000000,0.000000,0.320790,0.9997,0.7232,0.9996,0
2903,0.000001,0.000000,0.347869,0.9999,0.7268,0.9999,0
2904,0.000004,0.000000,0.320759,0.9997,0.7230,0.9996,0
2905,0.000007,0.000000,0.347751,0.9999,0.7316,0.9999,0
2906,0.000012,0.000000,0.320739,0.9997,0.7257,0.9996,0
2907,0.000012,0.000000,0.320773,0.9997,0.7295,0.9996,0
2908,0.000000,0.000000,0.320754,0.9997,0.7287,0.9996,0
2909,0.000000,0.000000,0.320755,0.9997,0.7274,0.9996,0
2910,0.000000,0.000000,0.320755,0.9997,0.7265,0.9996,0
2911,0.000000,0.000000,0.320751,0.9997,0.7256,0.9996,0
2912,0.000000,0.000000,0.320744,0.9997,0.7246,0.9996,0
2913,0.000000,0.000000,0.320735,0.9997,0.7236,0.9996,0
2914,0.000002,0.000000,0.347363,0.9999,0.7265,0.9999,0
2915,0.000001,0.000000,0.320708,0.9997,0.7241,0.9996,0
2916,0.000006,0.000000,0.320715,0.9997,0.7265,0.9996,0
2917,0.000000,0.000000,0.320696,0.9997,0.7254,0.9996,0
2918,0.000000,0.000000,0.320691,0.9997,0.7243,0.9996,0
2919,0.000000,0.000000,0.320684,0.9997,0.7234,0.9996,0
2920,0.000000,0.000000,0.347215,0.9999,0.7276,0.9999,0
2921,0.000008,0.000000,0.320651,0.9997,0.7225,0.9996,0
2922,0.000010,0.000000,0.347077,0.9999,0.7320,0.9999,0
2923,0.000013,0.000000,0.320634,0.9997,0.7258,0.9996,0
2924,0.000012,0.000000,0.320670,0.9997,0.7297,0.9996,0
2925,0.000000,0.000000,0.320652,0.9997,0.7288,0.9996,0
2926,0.000000,0.000000,0.320653,0.9997,0.7276,0.9996,0
2927,0.000000,0.000000,0.320653,0.9997,0.7267,0.9996,0
2928,0.000000,0.000000,0.320649,0.9997,0.7257,0.9996,0
2929,0.000000,0.000000,0.320643,0.9997,0.7248,0.9996,0
2930,0.000000,0.000000,0.320635,0.9997,0.7238,0.9996,0
2931,0.000000,0.000000,0.320624,0.9997,0.7228,0.9996,0
2932,0.000010,0.000000,0.346718,0.9999,0.7233,0.9999,0
2933,0.000000,0.000000,0.346672,0.9999,0.7279,0.9999,0
2934,0.000004,0.000000,0.320585,0.9997,0.7298,0.9996,0
2935,0.000001,0.000000,0.320577,0.9997,0.7303,0.9996,0
2936,0.000000,0.000000,0.320571,0.9997,0.7291,0.9996,0
2937,0.000000,0.000000,0.320571,0.9997,0.7281,0.9996,0
2938,0.000000,0.000000,0.320568,0.9997,0.7272,0.9996,0
2939,0.000000,0.000000,0.320561,0.9997,0.7262,0.9996,0
2940,0.000000,0.000000,0.320553,0.9997,0.7252,0.9996,0
2941,0.000000,0.000000,0.320542,0.9997,0.7243,0.9996,0
2942,0.000000,0.000000,0.320530,0.9997,0.7233,0.9996,0
2943,0.000000,0.000000,0.346453,0.9999,0.7288,0.9999,0
2944,0.000021,0.000000,0.320485,0.9997,0.7213,0.9996,0
2945,0.000022,0.000000,0.346333,0.9999,0.7329,0.9999,0
2946,0.000024,0.000000,0.320463,0.9997,0.7249,0.9996,0
2947,0.000017,0.000000,0.320504,0.9997,0.7296,0.9996,0
2948,0.000000,0.000000,0.320479,0.9997,0.7289,0.9996,0
2949,0.000000,0.000000,0.320478,0.9997,0.7276,0.9996,0
2950,0.000000,0.000000,0.320477,0.9997,0.7267,0.9996,0
2951,0.000000,0.000000,0.320472,0.9997,0.7257,0.9996,0
2952,0.000000,0.000000,0.320464,0.9997,0.7248,0.9996,0
2953,0.000000,0.000000,0.320454,0.9997,0.7238,0.9996,0
2954,0.000000,0.000000,0.320443,0.9997,0.7228,0.9996,0
2955,0.000026,0.000000,0.346104,0.9999,0.7205,0.9999,0
2956,0.000004,0.000000,0.346009,0.9999,0.7282,0.9999,0
2957,0.000012,0.000000,0.320408,0.9997,0.7320,0.9996,0
2958,0.000000,0.000000,0.320395,0.9997,0.7302,0.9996,0
2959,0.000000,0.000000,0.320404,0.9997,0.7291,0.9996,0
2960,0.000000,0.000000,0.320407,0.9997,0.7282,0.9996,0
2961,0.000000,0.000000,0.320405,0.9997,0.7272,0.9996,0
2962,0.000000,0.000000,0.320402,0.9997,0.7263,0.9996,0
2963,0.000000,0.000000,0.320396,0.9997,0.7253,0.9996,0
2964,0.000000,0.000000,0.320388,0.9997,0.7243,0.9996,0
2965,0.000000,0.000000,0.320378,0.9997,0.7234,0.9996,0
2966,0.000006,0.000000,0.345696,0.9999,0.7247,0.9999,0
2967,0.000001,0.000000,0.320356,0.9997,0.7253,0.9996,0
2968,0.000002,0.000000,0.320348,0.9997,0.7262,0.9996,0
2969,0.000000,0.000000,0.320336,0.9997,0.7251,0.9996,0
2970,0.000000,0.000000,0.320330,0.9997,0.7241,0.9996,0
2971,0.000000,0.000000,0.320323,0.9997,0.7231,0.9996,0
2972,0.000000,0.000000,0.345594,0.9999,0.7285,0.9999,0
2973,0.000019,0.000000,0.320285,0.9997,0.7213,0.9996,0
2974,0.000023,0.000000,0.345449,0.9999,0.7329,0.9999,0
2975,0.000027,0.000000,0.320267,0.9997,0.7245,0.9996,0
2976,0.000018,0.000000,0.320311,0.9997,0.7294,0.9996,0
2977,0.000000,0.000000,0.320288,0.9997,0.7287,0.9996,0
2978,0.000000,0.000000,0.320289,0.9997,0.7274,0.9996,0
2979,0.000000,0.000000,0.320289,0.9997,0.7265,0.9996,0
2980,0.000000,0.000000,0.320285,0.9997,0.7255,0.9996,0
2981,0.000000,0.000000,0.320279,0.9997,0.7246,0.9996,0
2982,0.000000,0.000000,0.320271,0.9997,0.7236,0.9996,0
2983,0.000013,0.000000,0.345130,0.9999,0.7234,0.9999,0
2984,0.000000,0.000000,0.345068,0.9999,0.7285,0.9999,0
2985,0.000007,0.000000,0.320246,0.9997,0.7311,0.9996,0
2986,0.000000,0.000000,0.320240,0.9997,0.7310,0.9996,0
2987,0.000000,0.000000,0.320243,0.9997,0.7299,0.9996,0
2988,0.000000,0.000000,0.320247,0.9997,0.7289,0.9996,0
2989,0.000000,0.000000,0.320248,0.9997,0.7279,0.9996,0
2990,0.000000,0.000000,0.320245,0.9997,0.7270,0.9996,0
2991,0.000000,0.000000,0.320241,0.9997,0.7260,0.9996,0
2992,0.000000,0.000000,0.320234,0.9997,0.7251,0.9996,0
2993,0.000000,0.000000,0.320225,0.9997,0.7241,0.9996,0
2994,0.000000,0.000000,0.320214,0.9997,0.7232,0.9996,0
2995,0.000000,0.000000,0.344690,0.9999,0.7273,0.9999,0
2996,0.000007,0.000000,0.320176,0.9997,0.7225,0.9996,0
2997,0.000009,0.000000,0.344628,0.9999,0.7316,0.9999,0
2998,0.000012,0.000000,0.320148,0.9997,0.7256,0.9996,0
2999,0.000012,0.000000,0.320174,0.9997,0.7294,0.9996,0
3000,0.000000,0.000000,0.320152,0.9997,0.7286,0.9996,0
3001,0.000000,0.000000,0.320148,0.9997,0.7274,0.9996,0
3002,0.000000,0.000000,0.320144,0.9997,0.7264,0.9996,0
3003,0.000000,0.000000,0.320136,0.9997,0.7255,0.9996,0
3004,0.000000,0.000000,0.320127,0.9997,0.7245,0.9996,0
3005,0.000000,0.000000,0.320116,0.9997,0.7236,0.9996,0
3006,0.000007,0.000000,0.344488,0.9999,0.7249,0.9999,0
3007,0.000002,0.000000,0.320093,0.9997,0.7256,0.9996,0
3008,0.000002,0.000000,0.320083,0.9997,0.7264,0.9996,0
3009,0.000000,0.000000,0.320071,0.9997,0.7253,0.9996,0
3010,0.000000,0.000000,0.320065,0.9997,0.7243,0.9996,0
3011,0.000000,0.000000,0.320057,0.9997,0.7233,0.9996,0
3012,0.000001,0.000000,0.344423,0.9999,0.7270,0.9999,0
3013,0.000004,0.000000,0.320027,0.9997,0.7231,0.9996,0
3014,0.000007,0.000000,0.344325,0.9999,0.7317,0.9999,0
3015,0.000011,0.000000,0.320007,0.9997,0.7259,0.9996,0
3016,0.000011,0.000000,0.320038,0.9997,0.7296,0.9996,0
3017,0.000000,0.000000,0.320020,0.9997,0.7288,0.9996,0
3018,0.000000,0.000000,0.320021,0.9997,0.7276,0.9996,0
3019,0.000000,0.000000,0.320021,0.9997,0.7266,0.9996,0
3020,0.000000,0.000000,0.320017,0.9997,0.7257,0.9996,0
3021,0.000000,0.000000,0.320011,0.9997,0.7247,0.9996,0
3022,0.000000,0.000000,0.320003,0.9997,0.7238,0.9996,0
3023,0.000002,0.000000,0.344001,0.9999,0.7265,0.9999,0
3024,0.000001,0.000000,0.319979,0.9997,0.7244,0.9996,0
