step,loss_conf_fat,loss_pred_conf,loss_pred_mode,confidence_level,fatigue_level,predicted_confidence,mode_error
4413,0.000000,0.000000,0.315376,0.9997,0.7253,0.9997,0
4414,0.000000,0.000000,0.315374,0.9997,0.7243,0.9997,0
4415,0.000000,0.000000,0.315373,0.9997,0.7234,0.9997,0
4416,0.000001,0.000000,0.322859,0.9999,0.7266,0.9999,0
4417,0.000002,0.000000,0.315364,0.9997,0.7235,0.9997,0
4418,0.000003,0.000000,0.322839,0.9999,0.7309,0.9999,0
4419,0.000005,0.000000,0.315356,0.9998,0.7267,0.9997,0
4420,0.000008,0.000000,0.315364,0.9998,0.7297,0.9997,0
4421,0.000000,0.000000,0.315359,0.9998,0.7288,0.9997,0
4422,0.000000,0.000000,0.315360,0.9998,0.7276,0.9997,0
4423,0.000000,0.000000,0.315360,0.9997,0.7266,0.9997,0
4424,0.000000,0.000000,0.315360,0.9997,0.7257,0.9997,0
4425,0.000000,0.000000,0.315359,0.9997,0.7247,0.9997,0
4426,0.000000,0.000000,0.315358,0.9997,0.7238,0.9997,0
4427,0.000003,0.000000,0.322768,0.9999,0.7264,0.9999,0
4428,0.000000,0.000000,0.315350,0.9997,0.7246,0.9997,0
4429,0.000005,0.000000,0.315352,0.9997,0.7266,0.9997,0
4430,0.000000,0.000000,0.315346,0.9997,0.7256,0.9997,0
4431,0.000000,0.000000,0.315345,0.9997,0.7244,0.9997,0
4432,0.000000,0.000000,0.315344,0.9997,0.7235,0.9997,0
4433,0.000000,0.000000,0.322745,0.9999,0.7276,0.9999,0
4434,0.000007,0.000000,0.315334,0.9997,0.7228,0.9997,0
4435,0.000009,0.000000,0.322719,0.9999,0.7320,0.9999,0
4436,0.000012,0.000000,0.315325,0.9998,0.7260,0.9997,0
4437,0.000012,0.000000,0.315337,0.9998,0.7299,0.9997,0
4438,0.000000,0.000000,0.315329,0.9998,0.7290,0.9997,0
4439,0.000000,0.000000,0.315330,0.9998,0.7278,0.9997,0
4440,0.000000,0.000000,0.315330,0.9998,0.7268,0.9997,0
4441,0.000000,0.000000,0.315330,0.9997,0.7259,0.9997,0
4442,0.000000,0.000000,0.315329,0.9997,0.7249,0.9997,0
4443,0.000000,0.000000,0.315327,0.9997,0.7240,0.9997,0
4444,0.000000,0.000000,0.315325,0.9997,0.7230,0.9997,0
4445,0.000005,0.000000,0.322663,0.9999,0.7246,0.9999,0
4446,0.000001,0.000000,0.315319,0.9997,0.7247,0.9997,0
4447,0.000002,0.000000,0.315317,0.9997,0.7258,0.9997,0
4448,0.000000,0.000000,0.315313,0.9997,0.7247,0.9997,0
4449,0.000000,0.000000,0.315313,0.9997,0.7237,0.9997,0
4450,0.000001,0.000000,0.322647,0.9999,0.7269,0.9999,0
4451,0.000002,0.000000,0.315305,0.9997,0.7238,0.9997,0
4452,0.000005,0.000000,0.322620,0.9999,0.7317,0.9999,0
4453,0.000008,0.000000,0.315298,0.9998,0.7266,0.9997,0
4454,0.000010,0.000000,0.315309,0.9998,0.7300,0.9997,0
4455,0.000000,0.000000,0.315303,0.9998,0.7291,0.9997,0
4456,0.000000,0.000000,0.315304,0.9998,0.7279,0.9997,0
4457,0.000000,0.000000,0.315305,0.9998,0.7270,0.9997,0
4458,0.000000,0.000000,0.315305,0.9997,0.7260,0.9997,0
4459,0.000000,0.000000,0.315304,0.9997,0.7251,0.9997,0
4460,0.000000,0.000000,0.315303,0.9997,0.7241,0.9997,0
4461,0.000000,0.000000,0.315302,0.9997,0.7231,0.9997,0
4462,0.000001,0.000000,0.322529,0.9999,0.7268,0.9999,0
4463,0.000004,0.000000,0.315292,0.9997,0.7229,0.9997,0
4464,0.000005,0.000000,0.322507,0.9999,0.7309,0.9999,0
4465,0.000006,0.000000,0.315284,0.9998,0.7263,0.9997,0
4466,0.000009,0.000000,0.315293,0.9998,0.7295,0.9997,0
4467,0.000000,0.000000,0.315287,0.9998,0.7285,0.9997,0
4468,0.000000,0.000000,0.315287,0.9998,0.7274,0.9997,0
4469,0.000000,0.000000,0.315287,0.9997,0.7264,0.9997,0
4470,0.000000,0.000000,0.315287,0.9997,0.7255,0.9997,0
4471,0.000000,0.000000,0.315286,0.9997,0.7245,0.9997,0
4472,0.000000,0.000000,0.315284,0.9997,0.7236,0.9997,0
4473,0.000005,0.000000,0.322449,0.9999,0.7252,0.9999,0
4474,0.000001,0.000000,0.315279,0.9997,0.7253,0.9997,0
4475,0.000002,0.000000,0.315277,0.9997,0.7264,0.9997,0
4476,0.000000,0.000000,0.315274,0.9997,0.7253,0.9997,0
4477,0.000000,0.000000,0.315273,0.9997,0.7242,0.9997,0
4478,0.000000,0.000000,0.315272,0.9997,0.7233,0.9997,0
4479,0.000001,0.000000,0.322423,0.9999,0.7269,0.9999,0
4480,0.000004,0.000000,0.315264,0.9997,0.7231,0.9997,0
4481,0.000006,0.000000,0.322401,0.9999,0.7315,0.9999,0
4482,0.000010,0.000000,0.315256,0.9998,0.7260,0.9997,0
4483,0.000011,0.000000,0.315266,0.9998,0.7296,0.9997,0
4484,0.000000,0.000000,0.315259,0.9998,0.7287,0.9997,0
4485,0.000000,0.000000,0.315260,0.9998,0.7275,0.9997,0
4486,0.000000,0.000000,0.315261,0.9998,0.7266,0.9997,0
4487,0.000000,0.000000,0.315260,0.9997,0.7256,0.9997,0
4488,0.000000,0.000000,0.315259,0.9997,0.7247,0.9997,0
4489,0.000000,0.000000,0.315258,0.9997,0.7237,0.9997,0
4490,0.000002,0.000000,0.322334,0.9999,0.7267,0.9999,0
4491,0.000001,0.000000,0.315250,0.9997,0.7241,0.9997,0
4492,0.000006,0.000000,0.315254,0.9997,0.7266,0.9997,0
4493,0.000000,0.000000,0.315248,0.9997,0.7255,0.9997,0
4494,0.000000,0.000000,0.315247,0.9997,0.7244,0.9997,0
4495,0.000000,0.000000,0.315247,0.9997,0.7234,0.9997,0
4496,0.000000,0.000000,0.322306,0.9999,0.7275,0.9999,0
4497,0.000007,0.000000,0.315238,0.9997,0.7227,0.9997,0
4498,0.000009,0.000000,0.322275,0.9999,0.7318,0.9999,0
4499,0.000011,0.000000,0.315230,0.9998,0.7261,0.9997,0
4500,0.000012,0.000000,0.315241,0.9998,0.7298,0.9997,0
4501,0.000000,0.000000,0.315233,0.9998,0.7289,0.9997,0
4502,0.000000,0.000000,0.315234,0.9998,0.7277,0.9997,0
4503,0.000000,0.000000,0.315234,0.9998,0.7267,0.9997,0
4504,0.000000,0.000000,0.315234,0.9997,0.7258,0.9997,0
4505,0.000000,0.000000,0.315233,0.9997,0.7248,0.9997,0
4506,0.000000,0.000000,0.315231,0.9997,0.7239,0.9997,0
4507,0.000000,0.000000,0.315230,0.9997,0.7229,0.9997,0
4508,0.000006,0.000000,0.322226,0.9999,0.7243,0.9999,0
4509,0.000001,0.000000,0.315224,0.9997,0.7249,0.9997,0
4510,0.000002,0.000000,0.315222,0.9997,0.7258,0.9997,0
4511,0.000000,0.000000,0.315218,0.9997,0.7246,0.9997,0
4512,0.000000,0.000000,0.315218,0.9997,0.7236,0.9997,0
4513,0.000002,0.000000,0.322213,0.9999,0.7267,0.9999,0
4514,0.000002,0.000000,0.315210,0.9997,0.7238,0.9997,0
4515,0.000007,0.000000,0.315215,0.9997,0.7264,0.9997,0
4516,0.000000,0.000000,0.315208,0.9997,0.7254,0.9997,0
4517,0.000000,0.000000,0.315208,0.9997,0.7243,0.9997,0
4518,0.000000,0.000000,0.315208,0.9997,0.7233,0.9997,0
4519,0.000000,0.000000,0.322181,0.9999,0.7291,0.9999,0
4520,0.000025,0.000000,0.315196,0.9997,0.7210,0.9997,0
4521,0.000026,0.000000,0.322143,0.9999,0.7332,0.9999,0
4522,0.000027,0.000000,0.315189,0.9998,0.7247,0.9997,0
4523,0.000018,0.000000,0.315205,0.9998,0.7297,0.9997,0
4524,0.000000,0.000000,0.315196,0.9998,0.7289,0.9997,0
4525,0.000000,0.000000,0.315196,0.9998,0.7277,0.9997,0
4526,0.000000,0.000000,0.315197,0.9998,0.7267,0.9997,0
4527,0.000000,0.000000,0.315196,0.9997,0.7258,0.9997,0
4528,0.000000,0.000000,0.315196,0.9997,0.7248,0.9997,0
4529,0.000000,0.000000,0.315194,0.9997,0.7239,0.9997,0
4530,0.000000,0.000000,0.315193,0.9997,0.7229,0.9997,0
4531,0.000018,0.000000,0.322093,0.9999,0.7219,0.9999,0
4532,0.000000,0.000000,0.322077,0.9999,0.7277,0.9999,0
4533,0.000011,0.000000,0.315183,0.9998,0.7312,0.9997,0
4534,0.000000,0.000000,0.315177,0.9998,0.7302,0.9997,0
4535,0.000000,0.000000,0.315179,0.9998,0.7291,0.9997,0
4536,0.000000,0.000000,0.315180,0.9998,0.7281,0.9997,0
4537,0.000000,0.000000,0.315180,0.9997,0.7272,0.9997,0
4538,0.000000,0.000000,0.315180,0.9997,0.7262,0.9997,0
4539,0.000000,0.000000,0.315179,0.9997,0.7253,0.9997,0
4540,0.000000,0.000000,0.315178,0.9997,0.7243,0.9997,0
4541,0.000000,0.000000,0.315177,0.9997,0.7233,0.9997,0
4542,0.000003,0.000000,0.322022,0.9999,0.7257,0.9999,0
4543,0.000000,0.000000,0.315169,0.9997,0.7243,0.9997,0
4544,0.000004,0.000000,0.315171,0.9997,0.7261,0.9997,0
4545,0.000000,0.000000,0.315165,0.9997,0.7251,0.9997,0
4546,0.000000,0.000000,0.315165,0.9997,0.7240,0.9997,0
4547,0.000000,0.000000,0.315164,0.9997,0.7231,0.9997,0
4548,0.000000,0.000000,0.322006,0.9999,0.7281,0.9999,0
4549,0.000016,0.000000,0.315153,0.9997,0.7215,0.9997,0
4550,0.000018,0.000000,0.321973,0.9999,0.7323,0.9999,0
4551,0.000021,0.000000,0.315145,0.9997,0.7249,0.9997,0
4552,0.000015,0.000000,0.315158,0.9997,0.7294,0.9997,0
4553,0.000000,0.000000,0.315150,0.9998,0.7286,0.9997,0
4554,0.000000,0.000000,0.315150,0.9997,0.7274,0.9997,0
4555,0.000000,0.000000,0.315151,0.9997,0.7264,0.9997,0
4556,0.000000,0.000000,0.315151,0.9997,0.7255,0.9997,0
4557,0.000000,0.000000,0.315150,0.9997,0.7245,0.9997,0
4558,0.000000,0.000000,0.315148,0.9997,0.7236,0.9997,0
4559,0.000008,0.000000,0.321931,0.9999,0.7246,0.9999,0
4560,0.000003,0.000000,0.315144,0.9997,0.7258,0.9997,0
4561,0.000001,0.000000,0.315141,0.9997,0.7264,0.9997,0
4562,0.000000,0.000000,0.315139,0.9997,0.7253,0.9997,0
4563,0.000000,0.000000,0.315138,0.9997,0.7242,0.9997,0
4564,0.000000,0.000000,0.315138,0.9997,0.7233,0.9997,0
4565,0.000002,0.000000,0.321904,0.9999,0.7260,0.9999,0
4566,0.000001,0.000000,0.315132,0.9997,0.7239,0.9997,0
4567,0.000005,0.000000,0.315134,0.9997,0.7260,0.9997,0
4568,0.000000,0.000000,0.315129,0.9997,0.7251,0.9997,0
4569,0.000000,0.000000,0.315129,0.9997,0.7239,0.9997,0
4570,0.000000,0.000000,0.315129,0.9997,0.7230,0.9997,0
4571,0.000000,0.000000,0.321869,0.9999,0.7283,0.9999,0
4572,0.000018,0.000000,0.315118,0.9997,0.7212,0.9997,0
4573,0.000020,0.000000,0.321833,0.9999,0.7324,0.9999,0
4574,0.000022,0.000000,0.315112,0.9997,0.7247,0.9997,0
4575,0.000016,0.000000,0.315126,0.9997,0.7293,0.9997,0
4576,0.000000,0.000000,0.315118,0.9997,0.7286,0.9997,0
4577,0.000000,0.000000,0.315119,0.9997,0.7273,0.9997,0
4578,0.000000,0.000000,0.315120,0.9997,0.7264,0.9997,0
4579,0.000000,0.000000,0.315120,0.9997,0.7254,0.9997,0
4580,0.000000,0.000000,0.315119,0.9997,0.7245,0.9997,0
4581,0.000000,0.000000,0.315118,0.9997,0.7235,0.9997,0
4582,0.000009,0.000000,0.321770,0.9999,0.7242,0.9999,0
4583,0.000004,0.000000,0.315115,0.9997,0.7259,0.9997,0
4584,0.000001,0.000000,0.315112,0.9997,0.7263,0.9997,0
4585,0.000000,0.000000,0.315110,0.9997,0.7252,0.9997,0
4586,0.000000,0.000000,0.315110,0.9997,0.7242,0.9997,0
4587,0.000000,0.000000,0.315109,0.9997,0.7232,0.9997,0
4588,0.000003,0.000000,0.321738,0.9999,0.7257,0.9999,0
4589,0.000000,0.000000,0.315104,0.9997,0.7240,0.9997,0
4590,0.000004,0.000000,0.315105,0.9997,0.7260,0.9997,0
4591,0.000000,0.000000,0.315101,0.9997,0.7250,0.9997,0
4592,0.000000,0.000000,0.315101,0.9997,0.7239,0.9997,0
4593,0.000000,0.000000,0.315100,0.9997,0.7229,0.9997,0
4594,0.000000,0.000000,0.321707,0.9999,0.7281,0.9999,0
4595,0.000017,0.000000,0.315089,0.9997,0.7212,0.9997,0
4596,0.000019,0.000000,0.321690,0.9999,0.7323,0.9999,0
4597,0.000022,0.000000,0.315082,0.9997,0.7246,0.9997,0
4598,0.000015,0.000000,0.315095,0.9997,0.7292,0.9997,0
4599,0.000000,0.000000,0.315087,0.9997,0.7285,0.9997,0
4600,0.000000,0.000000,0.315087,0.9997,0.7273,0.9997,0
4601,0.000000,0.000000,0.315087,0.9997,0.7263,0.9997,0
4602,0.000000,0.000000,0.315087,0.9997,0.7254,0.9997,0
4603,0.000000,0.000000,0.315086,0.9997,0.7244,0.9997,0
4604,0.000000,0.000000,0.315084,0.9997,0.7234,0.9997,0
4605,0.000007,0.000000,0.321650,0.9999,0.7245,0.9999,0
4606,0.000002,0.000000,0.315080,0.9997,0.7255,0.9997,0
4607,0.000002,0.000000,0.315077,0.9997,0.7262,0.9997,0
4608,0.000000,0.000000,0.315074,0.9997,0.7251,0.9997,0
4609,0.000000,0.000000,0.315073,0.9997,0.7241,0.9997,0
4610,0.000000,0.000000,0.315073,0.9997,0.7232,0.9997,0
4611,0.000003,0.000000,0.321628,0.9999,0.7257,0.9999,0
4612,0.000000,0.000000,0.315066,0.9997,0.7238,0.9997,0
4613,0.000005,0.000000,0.315068,0.9997,0.7259,0.9997,0
4614,0.000000,0.000000,0.315063,0.9997,0.7249,0.9997,0
4615,0.000000,0.000000,0.315062,0.9997,0.7238,0.9997,0
4616,0.000000,0.000000,0.315062,0.9997,0.7229,0.9997,0
4617,0.000000,0.000000,0.321610,0.9999,0.7280,0.9999,0
4618,0.000016,0.000000,0.315051,0.9997,0.7212,0.9997,0
4619,0.000017,0.000000,0.321579,0.9999,0.7320,0.9999,0
4620,0.000020,0.000000,0.315044,0.9997,0.7247,0.9997,0
4621,0.000015,0.000000,0.315057,0.9997,0.7291,0.9997,0
4622,0.000000,0.000000,0.315050,0.9997,0.7284,0.9997,0
4623,0.000000,0.000000,0.315050,0.9997,0.7272,0.9997,0
4624,0.000000,0.000000,0.315051,0.9997,0.7262,0.9997,0
4625,0.000000,0.000000,0.315050,0.9997,0.7253,0.9997,0
4626,0.000000,0.000000,0.315050,0.9997,0.7243,0.9997,0
4627,0.000000,0.000000,0.315049,0.9997,0.7234,0.9997,0
4628,0.000007,0.000000,0.321530,0.9999,0.7246,0.9999,0
4629,0.000002,0.000000,0.315045,0.9997,0.7253,0.9997,0
4630,0.000002,0.000000,0.315043,0.9997,0.7261,0.9997,0
4631,0.000000,0.000000,0.315040,0.9997,0.7251,0.9997,0
4632,0.000000,0.000000,0.315040,0.9997,0.7240,0.9997,0
4633,0.000000,0.000000,0.315039,0.9997,0.7231,0.9997,0
4634,0.000003,0.000000,0.321501,0.9999,0.7257,0.9999,0
4635,0.000001,0.000000,0.315033,0.9997,0.7237,0.9997,0
4636,0.000002,0.000000,0.321482,0.9999,0.7303,0.9999,0
4637,0.000004,0.000000,0.315027,0.9997,0.7265,0.9997,0
4638,0.000007,0.000000,0.315034,0.9997,0.7293,0.9997,0
4639,0.000000,0.000000,0.315030,0.9997,0.7284,0.9997,0
4640,0.000000,0.000000,0.315031,0.9997,0.7273,0.9997,0
4641,0.000000,0.000000,0.315032,0.9997,0.7263,0.9997,0
4642,0.000000,0.000000,0.315032,0.9997,0.7254,0.9997,0
4643,0.000000,0.000000,0.315032,0.9997,0.7244,0.9997,0
4644,0.000000,0.000000,0.315031,0.9997,0.7235,0.9997,0
4645,0.000000,0.000000,0.321396,0.9999,0.7280,0.9999,0
4646,0.000010,0.000000,0.315022,0.9997,0.7224,0.9997,0
4647,0.000010,0.000000,0.321377,0.9999,0.7318,0.9999,0
4648,0.000011,0.000000,0.315016,0.9997,0.7260,0.9997,0
4649,0.000011,0.000000,0.315026,0.9997,0.7297,0.9997,0
4650,0.000000,0.000000,0.315020,0.9997,0.7289,0.9997,0
4651,0.000000,0.000000,0.315021,0.9997,0.7278,0.9997,0
4652,0.000000,0.000000,0.315021,0.9997,0.7268,0.9997,0
4653,0.000000,0.000000,0.315021,0.9997,0.7259,0.9997,0
4654,0.000000,0.000000,0.315020,0.9997,0.7249,0.9997,0
4655,0.000000,0.000000,0.315019,0.9997,0.7239,0.9997,0
4656,0.000000,0.000000,0.315018,0.9997,0.7230,0.9997,0
4657,0.000008,0.000000,0.321320,0.9999,0.7238,0.9999,0
4658,0.000003,0.000000,0.315014,0.9997,0.7252,0.9997,0
4659,0.000001,0.000000,0.315010,0.9997,0.7258,0.9997,0
4660,0.000000,0.000000,0.315007,0.9997,0.7247,0.9997,0
4661,0.000000,0.000000,0.315007,0.9997,0.7237,0.9997,0
4662,0.000003,0.000000,0.321306,0.9999,0.7263,0.9999,0
4663,0.000000,0.000000,0.315001,0.9997,0.7243,0.9997,0
4664,0.000005,0.000000,0.315004,0.9997,0.7264,0.9997,0
4665,0.000000,0.000000,0.314999,0.9997,0.7254,0.9997,0
4666,0.000000,0.000000,0.314999,0.9997,0.7243,0.9997,0
4667,0.000000,0.000000,0.314999,0.9997,0.7234,0.9997,0
4668,0.000000,0.000000,0.321272,0.9999,0.7288,0.9999,0
4669,0.000020,0.000000,0.314989,0.9997,0.7214,0.9997,0
4670,0.000021,0.000000,0.321252,0.9999,0.7328,0.9999,0
4671,0.000023,0.000000,0.314983,0.9997,0.7249,0.9997,0
4672,0.000016,0.000000,0.314996,0.9997,0.7295,0.9997,0
4673,0.000000,0.000000,0.314988,0.9997,0.7289,0.9997,0
4674,0.000000,0.000000,0.314988,0.9997,0.7277,0.9997,0
4675,0.000000,0.000000,0.314989,0.9997,0.7267,0.9997,0
4676,0.000000,0.000000,0.314989,0.9997,0.7258,0.9997,0
4677,0.000000,0.000000,0.314988,0.9997,0.7248,0.9997,0
4678,0.000000,0.000000,0.314987,0.9997,0.7239,0.9997,0
4679,0.000000,0.000000,0.314986,0.9997,0.7229,0.9997,0
4680,0.000009,0.000000,0.321198,0.9998,0.7236,0.9999,0
4681,0.000001,0.000000,0.321195,0.9999,0.7273,0.9999,0
4682,0.000006,0.000000,0.314977,0.9997,0.7296,0.9997,0
4683,0.000001,0.000000,0.314974,0.9997,0.7302,0.9997,0
4684,0.000000,0.000000,0.314973,0.9997,0.7291,0.9997,0
4685,0.000000,0.000000,0.314974,0.9997,0.7281,0.9997,0
4686,0.000000,0.000000,0.314974,0.9997,0.7271,0.9997,0
4687,0.000000,0.000000,0.314974,0.9997,0.7262,0.9997,0
4688,0.000000,0.000000,0.314973,0.9997,0.7252,0.9997,0
4689,0.000000,0.000000,0.314972,0.9997,0.7243,0.9997,0
4690,0.000000,0.000000,0.314971,0.9997,0.7233,0.9997,0
4691,0.000000,0.000000,0.321137,0.9999,0.7278,0.9999,0
4692,0.000010,0.000000,0.314961,0.9997,0.7222,0.9997,0
4693,0.000011,0.000000,0.321122,0.9999,0.7318,0.9999,0
4694,0.000013,0.000000,0.314954,0.9997,0.7257,0.9997,0
4695,0.000012,0.000000,0.314963,0.9997,0.7295,0.9997,0
4696,0.000000,0.000000,0.314956,0.9997,0.7288,0.9997,0
4697,0.000000,0.000000,0.314956,0.9997,0.7276,0.9997,0
4698,0.000000,0.000000,0.314956,0.9997,0.7266,0.9997,0
4699,0.000000,0.000000,0.314955,0.9997,0.7257,0.9997,0
4700,0.000000,0.000000,0.314954,0.9997,0.7248,0.9997,0
4701,0.000000,0.000000,0.314953,0.9997,0.7238,0.9997,0
4702,0.000000,0.000000,0.314951,0.9997,0.7229,0.9997,0
4703,0.000005,0.000000,0.321096,0.9998,0.7245,0.9999,0
4704,0.000000,0.000000,0.314946,0.9997,0.7243,0.9997,0
4705,0.000003,0.000000,0.314945,0.9997,0.7256,0.9997,0
4706,0.000000,0.000000,0.314941,0.9997,0.7246,0.9997,0
4707,0.000000,0.000000,0.314940,0.9997,0.7235,0.9997,0
4708,0.000002,0.000000,0.321088,0.9999,0.7265,0.9999,0
4709,0.000001,0.000000,0.314935,0.9997,0.7238,0.9997,0
4710,0.000006,0.000000,0.314938,0.9997,0.7262,0.9997,0
4711,0.000000,0.000000,0.314934,0.9997,0.7253,0.9997,0
4712,0.000000,0.000000,0.314933,0.9997,0.7242,0.9997,0
4713,0.000000,0.000000,0.314933,0.9997,0.7232,0.9997,0
4714,0.000000,0.000000,0.321054,0.9999,0.7285,0.9999,0
4715,0.000018,0.000000,0.314924,0.9997,0.7215,0.9997,0
4716,0.000018,0.000000,0.321021,0.9999,0.7323,0.9999,0
4717,0.000020,0.000000,0.314919,0.9997,0.7250,0.9997,0
4718,0.000014,0.000000,0.314931,0.9997,0.7293,0.9997,0
4719,0.000000,0.000000,0.314924,0.9997,0.7288,0.9997,0
4720,0.000000,0.000000,0.314924,0.9997,0.7275,0.9997,0
4721,0.000000,0.000000,0.314925,0.9997,0.7266,0.9997,0
4722,0.000000,0.000000,0.314925,0.9997,0.7256,0.9997,0
4723,0.000000,0.000000,0.314924,0.9997,0.7247,0.9997,0
4724,0.000000,0.000000,0.314924,0.9997,0.7237,0.9997,0
4725,0.000007,0.000000,0.320968,0.9998,0.7249,0.9999,0
4726,0.000002,0.000000,0.314920,0.9997,0.7256,0.9997,0
4727,0.000002,0.000000,0.314918,0.9997,0.7265,0.9997,0
4728,0.000000,0.000000,0.314916,0.9997,0.7254,0.9997,0
4729,0.000000,0.000000,0.314916,0.9997,0.7244,0.9997,0
4730,0.000000,0.000000,0.314915,0.9997,0.7234,0.9997,0
4731,0.000003,0.000000,0.320940,0.9998,0.7260,0.9999,0
4732,0.000000,0.000000,0.314910,0.9997,0.7241,0.9997,0
4733,0.000005,0.000000,0.314913,0.9997,0.7261,0.9997,0
4734,0.000000,0.000000,0.314909,0.9997,0.7252,0.9997,0
4735,0.000000,0.000000,0.314908,0.9997,0.7241,0.9997,0
4736,0.000000,0.000000,0.314908,0.9997,0.7231,0.9997,0
4737,0.000000,0.000000,0.320907,0.9999,0.7281,0.9999,0
4738,0.000014,0.000000,0.314899,0.9997,0.7217,0.9997,0
4739,0.000015,0.000000,0.320875,0.9999,0.7320,0.9999,0
4740,0.000017,0.000000,0.314894,0.9997,0.7251,0.9997,0
4741,0.000013,0.000000,0.314906,0.9997,0.7292,0.9997,0
4742,0.000000,0.000000,0.314899,0.9997,0.7287,0.9997,0
4743,0.000000,0.000000,0.314900,0.9997,0.7275,0.9997,0
4744,0.000000,0.000000,0.314901,0.9997,0.7265,0.9997,0
4745,0.000000,0.000000,0.314901,0.9997,0.7255,0.9997,0
4746,0.000000,0.000000,0.314901,0.9997,0.7246,0.9997,0
4747,0.000000,0.000000,0.314900,0.9997,0.7236,0.9997,0
4748,0.000005,0.000000,0.320816,0.9998,0.7254,0.9999,0
4749,0.000000,0.000000,0.314896,0.9997,0.7249,0.9997,0
4750,0.000003,0.000000,0.314896,0.9997,0.7263,0.9997,0
4751,0.000000,0.000000,0.314892,0.9997,0.7254,0.9997,0
4752,0.000000,0.000000,0.314892,0.9997,0.7243,0.9997,0
4753,0.000000,0.000000,0.314891,0.9997,0.7233,0.9997,0
4754,0.000002,0.000000,0.320791,0.9998,0.7263,0.9999,0
4755,0.000001,0.000000,0.314885,0.9997,0.7237,0.9997,0
4756,0.000002,0.000000,0.320774,0.9999,0.7306,0.9999,0
4757,0.000004,0.000000,0.314879,0.9997,0.7267,0.9997,0
4758,0.000007,0.000000,0.314886,0.9997,0.7294,0.9997,0
4759,0.000000,0.000000,0.314882,0.9997,0.7287,0.9997,0
4760,0.000000,0.000000,0.314883,0.9997,0.7276,0.9997,0
4761,0.000000,0.000000,0.314883,0.9997,0.7266,0.9997,0
4762,0.000000,0.000000,0.314883,0.9997,0.7257,0.9997,0
4763,0.000000,0.000000,0.314883,0.9997,0.7247,0.9997,0
4764,0.000000,0.000000,0.314882,0.9997,0.7238,0.9997,0
4765,0.000000,0.000000,0.320719,0.9999,0.7277,0.9999,0
4766,0.000006,0.000000,0.314874,0.9997,0.7231,0.9997,0
4767,0.000006,0.000000,0.320705,0.9999,0.7315,0.9999,0
4768,0.000007,0.000000,0.314867,0.9997,0.7267,0.9997,0
4769,0.000009,0.000000,0.314874,0.9997,0.7298,0.9997,0
4770,0.000000,0.000000,0.314869,0.9998,0.7292,0.9997,0
4771,0.000000,0.000000,0.314869,0.9997,0.7280,0.9997,0
4772,0.000000,0.000000,0.314869,0.9997,0.7270,0.9997,0
4773,0.000000,0.000000,0.314868,0.9997,0.7261,0.9997,0
4774,0.000000,0.000000,0.314867,0.9997,0.7251,0.9997,0
4775,0.000000,0.000000,0.314866,0.9997,0.7242,0.9997,0
4776,0.000000,0.000000,0.314864,0.9997,0.7232,0.9997,0
4777,0.000005,0.000000,0.320668,0.9998,0.7250,0.9999,0
4778,0.000000,0.000000,0.314859,0.9997,0.7246,0.9997,0
4779,0.000003,0.000000,0.314859,0.9997,0.7259,0.9997,0
4780,0.000000,0.000000,0.314855,0.9997,0.7250,0.9997,0
4781,0.000000,0.000000,0.314854,0.9997,0.7239,0.9997,0
4782,0.000000,0.000000,0.314854,0.9997,0.7229,0.9997,0
4783,0.000001,0.000000,0.320657,0.9999,0.7263,0.9999,0
4784,0.000003,0.000000,0.314847,0.9997,0.7229,0.9997,0
4785,0.000004,0.000000,0.320639,0.9999,0.7306,0.9999,0
4786,0.000007,0.000000,0.314840,0.9997,0.7259,0.9997,0
4787,0.000009,0.000000,0.314848,0.9997,0.7290,0.9997,0
4788,0.000000,0.000000,0.314843,0.9998,0.7283,0.9997,0
4789,0.000000,0.000000,0.314844,0.9997,0.7272,0.9997,0
4790,0.000000,0.000000,0.314844,0.9997,0.7262,0.9997,0
4791,0.000000,0.000000,0.314844,0.9997,0.7253,0.9997,0
4792,0.000000,0.000000,0.314844,0.9997,0.7243,0.9997,0
4793,0.000000,0.000000,0.314843,0.9997,0.7234,0.9997,0
4794,0.000001,0.000000,0.320585,0.9999,0.7270,0.9999,0
4795,0.000004,0.000000,0.314836,0.9997,0.7231,0.9997,0
4796,0.000004,0.000000,0.320565,0.9999,0.7308,0.9999,0
4797,0.000005,0.000000,0.314831,0.9997,0.7266,0.9997,0
4798,0.000008,0.000000,0.314838,0.9998,0.7295,0.9997,0
4799,0.000000,0.000000,0.314834,0.9998,0.7287,0.9997,0
4800,0.000000,0.000000,0.314834,0.9997,0.7276,0.9997,0
4801,0.000000,0.000000,0.314835,0.9997,0.7266,0.9997,0
4802,0.000000,0.000000,0.314835,0.9997,0.7257,0.9997,0
4803,0.000000,0.000000,0.314835,0.9997,0.7247,0.9997,0
4804,0.000000,0.000000,0.314834,0.9997,0.7238,0.9997,0
4805,0.000004,0.000000,0.320505,0.9998,0.7259,0.9999,0
4806,0.000000,0.000000,0.314829,0.9997,0.7248,0.9997,0
4807,0.000004,0.000000,0.314830,0.9997,0.7264,0.9997,0
4808,0.000000,0.000000,0.314826,0.9997,0.7255,0.9997,0
4809,0.000000,0.000000,0.314826,0.9997,0.7244,0.9997,0
4810,0.000000,0.000000,0.314826,0.9997,0.7235,0.9997,0
