step,loss,confidence_level,fatigue_level
2611,0.000001,0.9987,0.7659
2612,0.000000,0.9997,0.7859
2613,0.000001,0.9987,0.7659
2614,0.000000,0.9997,0.7859
2615,0.000001,0.9987,0.7659
2616,0.000000,0.9997,0.7859
2617,0.000001,0.9987,0.7659
2618,0.000000,0.9997,0.7859
2619,0.000001,0.9987,0.7659
2620,0.000000,0.9997,0.7859
2621,0.000001,0.9987,0.7659
2622,0.000000,0.9997,0.7859
2623,0.000001,0.9987,0.7659
2624,0.000000,0.9997,0.7859
2625,0.000001,0.9987,0.7659
2626,0.000000,0.9997,0.7859
2627,0.000001,0.9987,0.7659
2628,0.000000,0.9997,0.7859
2629,0.000001,0.9987,0.7659
2630,0.000000,0.9997,0.7859
2631,0.000001,0.9987,0.7659
2632,0.000000,0.9997,0.7859
2633,0.000001,0.9987,0.7659
2634,0.000000,0.9997,0.7859
2635,0.000001,0.9987,0.7659
2636,0.000000,0.9997,0.7859
2637,0.000001,0.9988,0.7659
2638,0.000000,0.9997,0.7859
2639,0.000001,0.9988,0.7659
2640,0.000000,0.9997,0.7859
2641,0.000001,0.9988,0.7659
2642,0.000000,0.9997,0.7859
2643,0.000001,0.9988,0.7659
2644,0.000000,0.9997,0.7859
2645,0.000001,0.9988,0.7659
2646,0.000000,0.9997,0.7859
2647,0.000001,0.9988,0.7659
2648,0.000000,0.9997,0.7859
2649,0.000001,0.9988,0.7659
2650,0.000000,0.9997,0.7859
2651,0.000001,0.9988,0.7659
2652,0.000000,0.9997,0.7859
2653,0.000001,0.9988,0.7659
2654,0.000000,0.9997,0.7859
2655,0.000001,0.9988,0.7659
2656,0.000000,0.9997,0.7859
2657,0.000001,0.9988,0.7659
2658,0.000000,0.9997,0.7859
2659,0.000001,0.9988,0.7659
2660,0.000000,0.9997,0.7859
2661,0.000001,0.9988,0.7659
2662,0.000000,0.9997,0.7859
2663,0.000001,0.9988,0.7659
2664,0.000000,0.9997,0.7859
2665,0.000001,0.9988,0.7659
2666,0.000000,0.9997,0.7859
2667,0.000001,0.9988,0.7659
2668,0.000000,0.9997,0.7859
2669,0.000001,0.9988,0.7659
2670,0.000000,0.9997,0.7859
2671,0.000001,0.9988,0.7660
2672,0.000000,0.9997,0.7859
2673,0.000001,0.9988,0.7660
2674,0.000000,0.9997,0.7859
2675,0.000001,0.9988,0.7660
2676,0.000000,0.9997,0.7860
2677,0.000001,0.9988,0.7660
2678,0.000000,0.9997,0.7860
2679,0.000001,0.9988,0.7660
2680,0.000000,0.9997,0.7860
2681,0.000001,0.9988,0.7660
2682,0.000000,0.9997,0.7860
2683,0.000001,0.9988,0.7660
2684,0.000000,0.9997,0.7860
2685,0.000001,0.9988,0.7660
2686,0.000000,0.9997,0.7860
2687,0.000001,0.9988,0.7660
2688,0.000000,0.9997,0.7860
2689,0.000001,0.9988,0.7660
2690,0.000000,0.9997,0.7860
2691,0.000001,0.9988,0.7660
2692,0.000000,0.9997,0.7860
2693,0.000001,0.9988,0.7660
2694,0.000000,0.9997,0.7860
2695,0.000001,0.9988,0.7660
2696,0.000000,0.9997,0.7860
2697,0.000001,0.9988,0.7660
2698,0.000000,0.9997,0.7860
2699,0.000001,0.9988,0.7660
2700,0.000000,0.9997,0.7860
2701,0.000001,0.9988,0.7660
2702,0.000000,0.9997,0.7860
2703,0.000001,0.9988,0.7660
2704,0.000000,0.9997,0.7860
2705,0.000001,0.9988,0.7660
2706,0.000000,0.9997,0.7860
2707,0.000001,0.9988,0.7660
2708,0.000000,0.9997,0.7860
2709,0.000001,0.9988,0.7660
2710,0.000000,0.9997,0.7860
2711,0.000001,0.9988,0.7660
2712,0.000000,0.9997,0.7860
2713,0.000001,0.9988,0.7660
2714,0.000000,0.9997,0.7860
2715,0.000001,0.9988,0.7660
2716,0.000000,0.9997,0.7860
2717,0.000001,0.9988,0.7660
2718,0.000000,0.9997,0.7860
2719,0.000001,0.9988,0.7660
2720,0.000000,0.9997,0.7860
2721,0.000001,0.9988,0.7660
2722,0.000000,0.9997,0.7860
2723,0.000001,0.9988,0.7660
2724,0.000000,0.9997,0.7860
2725,0.000001,0.9988,0.7660
2726,0.000000,0.9997,0.7860
2727,0.000001,0.9988,0.7660
2728,0.000000,0.9997,0.7860
2729,0.000001,0.9988,0.7660
2730,0.000000,0.9997,0.7860
2731,0.000001,0.9988,0.7660
2732,0.000000,0.9997,0.7860
2733,0.000001,0.9988,0.7660
2734,0.000000,0.9997,0.7860
2735,0.000001,0.9988,0.7660
2736,0.000000,0.9997,0.7860
2737,0.000001,0.9988,0.7660
2738,0.000000,0.9997,0.7860
2739,0.000001,0.9988,0.7660
2740,0.000000,0.9997,0.7860
2741,0.000001,0.9988,0.7660
2742,0.000000,0.9997,0.7860
2743,0.000001,0.9988,0.7660
2744,0.000000,0.9997,0.7860
2745,0.000001,0.9988,0.7660
2746,0.000000,0.9997,0.7860
2747,0.000001,0.9988,0.7660
2748,0.000000,0.9997,0.7860
2749,0.000001,0.9988,0.7660
2750,0.000000,0.9997,0.7860
2751,0.000001,0.9988,0.7660
2752,0.000000,0.9997,0.7860
2753,0.000001,0.9988,0.7660
2754,0.000000,0.9997,0.7860
2755,0.000001,0.9988,0.7660
2756,0.000000,0.9997,0.7860
2757,0.000001,0.9988,0.7660
2758,0.000000,0.9997,0.7860
2759,0.000001,0.9988,0.7660
2760,0.000000,0.9997,0.7860
2761,0.000001,0.9988,0.7660
2762,0.000000,0.9997,0.7860
2763,0.000001,0.9988,0.7660
2764,0.000000,0.9997,0.7860
2765,0.000001,0.9988,0.7660
2766,0.000000,0.9997,0.7860
2767,0.000001,0.9988,0.7660
2768,0.000000,0.9997,0.7860
2769,0.000001,0.9988,0.7660
2770,0.000000,0.9997,0.7860
2771,0.000001,0.9988,0.7660
2772,0.000000,0.9997,0.7860
2773,0.000001,0.9988,0.7660
2774,0.000000,0.9997,0.7860
2775,0.000001,0.9988,0.7660
2776,0.000000,0.9997,0.7860
2777,0.000001,0.9988,0.7660
2778,0.000000,0.9997,0.7860
2779,0.000001,0.9988,0.7660
2780,0.000000,0.9997,0.7860
2781,0.000001,0.9988,0.7660
2782,0.000000,0.9997,0.7860
2783,0.000001,0.9988,0.7660
2784,0.000000,0.9997,0.7860
2785,0.000001,0.9988,0.7660
2786,0.000000,0.9997,0.7860
2787,0.000001,0.9988,0.7660
2788,0.000000,0.9997,0.7860
2789,0.000001,0.9988,0.7660
2790,0.000000,0.9997,0.7860
2791,0.000001,0.9988,0.7660
2792,0.000000,0.9997,0.7860
2793,0.000001,0.9988,0.7660
2794,0.000000,0.9997,0.7860
2795,0.000001,0.9988,0.7660
2796,0.000000,0.9997,0.7860
2797,0.000001,0.9988,0.7660
2798,0.000000,0.9997,0.7860
2799,0.000001,0.9988,0.7660
2800,0.000000,0.9997,0.7860
2801,0.000001,0.9988,0.7660
2802,0.000000,0.9997,0.7860
2803,0.000001,0.9988,0.7660
2804,0.000000,0.9997,0.7860
2805,0.000001,0.9988,0.7660
2806,0.000000,0.9997,0.7860
2807,0.000001,0.9988,0.7660
2808,0.000000,0.9997,0.7860
2809,0.000001,0.9988,0.7660
2810,0.000000,0.9997,0.7860
2811,0.000001,0.9988,0.7660
2812,0.000000,0.9997,0.7860
2813,0.000001,0.9988,0.7660
2814,0.000000,0.9997,0.7860
2815,0.000001,0.9988,0.7660
2816,0.000000,0.9997,0.7860
2817,0.000001,0.9988,0.7660
2818,0.000000,0.9997,0.7860
2819,0.000001,0.9988,0.7660
2820,0.000000,0.9997,0.7860
2821,0.000001,0.9988,0.7660
2822,0.000000,0.9997,0.7860
2823,0.000001,0.9988,0.7660
2824,0.000000,0.9997,0.7860
2825,0.000001,0.9988,0.7660
2826,0.000000,0.9997,0.7860
2827,0.000001,0.9988,0.7660
2828,0.000000,0.9997,0.7860
2829,0.000001,0.9988,0.7660
2830,0.000000,0.9997,0.7860
2831,0.000001,0.9988,0.7660
2832,0.000000,0.9997,0.7860
2833,0.000001,0.9988,0.7660
2834,0.000000,0.9997,0.7860
2835,0.000001,0.9988,0.7660
2836,0.000000,0.9997,0.7860
2837,0.000001,0.9988,0.7660
2838,0.000000,0.9997,0.7860
2839,0.000001,0.9989,0.7660
2840,0.000000,0.9997,0.7860
2841,0.000001,0.9989,0.7660
2842,0.000000,0.9997,0.7860
2843,0.000001,0.9989,0.7660
2844,0.000000,0.9997,0.7860
2845,0.000001,0.9989,0.7660
2846,0.000000,0.9997,0.7860
2847,0.000001,0.9989,0.7660
2848,0.000000,0.9997,0.7860
2849,0.000001,0.9989,0.7660
2850,0.000000,0.9997,0.7860
2851,0.000001,0.9989,0.7660
2852,0.000000,0.9997,0.7860
2853,0.000001,0.9989,0.7660
2854,0.000000,0.9997,0.7860
2855,0.000001,0.9989,0.7660
2856,0.000000,0.9997,0.7860
2857,0.000001,0.9989,0.7660
2858,0.000000,0.9997,0.7860
2859,0.000001,0.9989,0.7660
2860,0.000000,0.9997,0.7860
2861,0.000001,0.9989,0.7660
2862,0.000000,0.9997,0.7860
2863,0.000001,0.9989,0.7660
2864,0.000000,0.9997,0.7860
2865,0.000001,0.9989,0.7660
2866,0.000000,0.9997,0.7860
2867,0.000001,0.9989,0.7660
2868,0.000000,0.9997,0.7860
2869,0.000001,0.9989,0.7660
2870,0.000000,0.9997,0.7860
2871,0.000001,0.9989,0.7660
2872,0.000000,0.9997,0.7860
2873,0.000001,0.9989,0.7660
2874,0.000000,0.9997,0.7860
2875,0.000001,0.9989,0.7660
2876,0.000000,0.9997,0.7860
2877,0.000001,0.9989,0.7660
2878,0.000000,0.9997,0.7860
2879,0.000001,0.9989,0.7660
2880,0.000000,0.9997,0.7860
2881,0.000001,0.9989,0.7660
2882,0.000000,0.9997,0.7860
2883,0.000001,0.9989,0.7660
2884,0.000000,0.9997,0.7860
2885,0.000001,0.9989,0.7660
2886,0.000000,0.9997,0.7860
2887,0.000001,0.9989,0.7661
2888,0.000000,0.9997,0.7860
2889,0.000001,0.9989,0.7661
2890,0.000000,0.9997,0.7861
2891,0.000001,0.9989,0.7661
2892,0.000000,0.9997,0.7861
2893,0.000001,0.9989,0.7661
2894,0.000000,0.9997,0.7861
2895,0.000001,0.9989,0.7661
2896,0.000000,0.9997,0.7861
2897,0.000001,0.9989,0.7661
2898,0.000000,0.9997,0.7861
2899,0.000001,0.9989,0.7661
2900,0.000000,0.9997,0.7861
2901,0.000001,0.9989,0.7661
2902,0.000000,0.9997,0.7861
2903,0.000001,0.9989,0.7661
2904,0.000000,0.9997,0.7861
2905,0.000001,0.9989,0.7661
2906,0.000000,0.9997,0.7861
2907,0.000001,0.9989,0.7661
2908,0.000000,0.9997,0.7861
2909,0.000001,0.9989,0.7661
2910,0.000000,0.9997,0.7861
2911,0.000001,0.9989,0.7661
2912,0.000000,0.9997,0.7861
2913,0.000001,0.9989,0.7661
2914,0.000000,0.9997,0.7861
2915,0.000001,0.9989,0.7661
2916,0.000000,0.9997,0.7861
2917,0.000001,0.9989,0.7661
2918,0.000000,0.9997,0.7861
2919,0.000001,0.9989,0.7661
2920,0.000000,0.9997,0.7861
2921,0.000001,0.9989,0.7661
2922,0.000000,0.9997,0.7861
2923,0.000001,0.9989,0.7661
2924,0.000000,0.9997,0.7861
2925,0.000001,0.9989,0.7661
2926,0.000000,0.9997,0.7861
2927,0.000001,0.9989,0.7661
2928,0.000000,0.9997,0.7861
2929,0.000001,0.9989,0.7661
2930,0.000000,0.9997,0.7861
2931,0.000001,0.9989,0.7661
2932,0.000000,0.9997,0.7861
2933,0.000001,0.9989,0.7661
2934,0.000000,0.9997,0.7861
2935,0.000001,0.9989,0.7661
2936,0.000000,0.9997,0.7861
2937,0.000001,0.9989,0.7661
2938,0.000000,0.9997,0.7861
2939,0.000001,0.9989,0.7661
2940,0.000000,0.9997,0.7861
2941,0.000001,0.9989,0.7661
2942,0.000000,0.9997,0.7861
2943,0.000001,0.9989,0.7661
2944,0.000000,0.9997,0.7861
2945,0.000001,0.9989,0.7661
2946,0.000000,0.9997,0.7861
2947,0.000001,0.9989,0.7661
2948,0.000000,0.9997,0.7861
2949,0.000001,0.9989,0.7661
2950,0.000000,0.9997,0.7861
2951,0.000001,0.9989,0.7661
2952,0.000000,0.9997,0.7861
2953,0.000001,0.9989,0.7661
2954,0.000000,0.9997,0.7861
2955,0.000001,0.9989,0.7661
2956,0.000000,0.9997,0.7861
2957,0.000001,0.9989,0.7661
2958,0.000000,0.9997,0.7861
2959,0.000001,0.9989,0.7661
2960,0.000000,0.9997,0.7861
2961,0.000001,0.9989,0.7661
2962,0.000000,0.9997,0.7861
2963,0.000001,0.9989,0.7661
2964,0.000000,0.9997,0.7861
2965,0.000001,0.9989,0.7661
2966,0.000000,0.9997,0.7861
2967,0.000001,0.9989,0.7661
2968,0.000000,0.9997,0.7861
2969,0.000001,0.9989,0.7661
2970,0.000000,0.9997,0.7861
2971,0.000001,0.9989,0.7661
2972,0.000000,0.9997,0.7861
2973,0.000001,0.9989,0.7661
2974,0.000000,0.9997,0.7861
2975,0.000001,0.9989,0.7661
2976,0.000000,0.9997,0.7861
2977,0.000001,0.9989,0.7661
2978,0.000000,0.9997,0.7861
2979,0.000001,0.9989,0.7661
2980,0.000000,0.9997,0.7861
2981,0.000001,0.9989,0.7661
2982,0.000000,0.9997,0.7861
2983,0.000001,0.9989,0.7661
2984,0.000000,0.9997,0.7861
2985,0.000001,0.9989,0.7661
2986,0.000000,0.9997,0.7861
2987,0.000001,0.9989,0.7661
2988,0.000000,0.9997,0.7861
2989,0.000001,0.9989,0.7661
2990,0.000000,0.9997,0.7861
2991,0.000001,0.9989,0.7661
2992,0.000000,0.9997,0.7861
2993,0.000001,0.9989,0.7661
2994,0.000000,0.9997,0.7861
2995,0.000001,0.9989,0.7661
2996,0.000000,0.9997,0.7861
2997,0.000001,0.9989,0.7661
2998,0.000000,0.9997,0.7861
2999,0.000001,0.9989,0.7661
3000,0.000000,0.9997,0.7861
3001,0.000001,0.9989,0.7661
3002,0.000000,0.9997,0.7861
3003,0.000001,0.9989,0.7661
3004,0.000000,0.9997,0.7861
3005,0.000001,0.9989,0.7661
3006,0.000000,0.9997,0.7861
3007,0.000001,0.9989,0.7661
3008,0.000000,0.9997,0.7861
3009,0.000001,0.9989,0.7661
3010,0.000000,0.9997,0.7861
3011,0.000001,0.9989,0.7661
3012,0.000000,0.9997,0.7861
3013,0.000001,0.9989,0.7661
3014,0.000000,0.9997,0.7861
3015,0.000001,0.9989,0.7661
3016,0.000000,0.9997,0.7861
3017,0.000001,0.9989,0.7661
3018,0.000000,0.9997,0.7861
3019,0.000001,0.9989,0.7661
3020,0.000000,0.9997,0.7861
3021,0.000001,0.9989,0.7661
3022,0.000000,0.9997,0.7861
3023,0.000001,0.9989,0.7661
3024,0.000000,0.9997,0.7861
3025,0.000001,0.9989,0.7661
3026,0.000000,0.9997,0.7861
3027,0.000001,0.9989,0.7661
3028,0.000000,0.9997,0.7861
3029,0.000001,0.9989,0.7661
3030,0.000000,0.9997,0.7861
3031,0.000001,0.9989,0.7661
3032,0.000000,0.9997,0.7861
3033,0.000001,0.9989,0.7661
3034,0.000000,0.9997,0.7861
3035,0.000001,0.9989,0.7661
3036,0.000000,0.9997,0.7861
3037,0.000001,0.9989,0.7661
3038,0.000000,0.9997,0.7861
3039,0.000001,0.9989,0.7661
3040,0.000000,0.9997,0.7861
3041,0.000001,0.9989,0.7661
3042,0.000000,0.9997,0.7861
3043,0.000001,0.9989,0.7661
3044,0.000000,0.9997,0.7861
3045,0.000001,0.9989,0.7661
3046,0.000000,0.9997,0.7861
3047,0.000001,0.9989,0.7661
3048,0.000000,0.9997,0.7861
3049,0.000001,0.9989,0.7661
3050,0.000000,0.9997,0.7861
3051,0.000001,0.9989,0.7661
3052,0.000000,0.9997,0.7861
3053,0.000001,0.9989,0.7661
3054,0.000000,0.9997,0.7861
3055,0.000001,0.9989,0.7661
3056,0.000000,0.9997,0.7861
3057,0.000001,0.9989,0.7661
3058,0.000000,0.9997,0.7861
3059,0.000001,0.9989,0.7661
3060,0.000000,0.9997,0.7861
3061,0.000001,0.9989,0.7661
3062,0.000000,0.9997,0.7861
3063,0.000001,0.9989,0.7661
3064,0.000000,0.9997,0.7861
3065,0.000001,0.9989,0.7661
3066,0.000000,0.9997,0.7861
3067,0.000001,0.9989,0.7661
3068,0.000000,0.9997,0.7861
3069,0.000001,0.9989,0.7661
3070,0.000000,0.9997,0.7861
3071,0.000001,0.9990,0.7661
3072,0.000000,0.9997,0.7861
3073,0.000001,0.9990,0.7661
3074,0.000000,0.9997,0.7861
3075,0.000001,0.9990,0.7661
3076,0.000000,0.9997,0.7861
3077,0.000001,0.9990,0.7661
3078,0.000000,0.9997,0.7861
3079,0.000001,0.9990,0.7661
3080,0.000000,0.9997,0.7861
3081,0.000001,0.9990,0.7661
3082,0.000000,0.9997,0.7861
3083,0.000001,0.9990,0.7661
3084,0.000000,0.9997,0.7861
3085,0.000001,0.9990,0.7661
3086,0.000000,0.9997,0.7861
3087,0.000001,0.9990,0.7661
3088,0.000000,0.9997,0.7861
3089,0.000001,0.9990,0.7661
3090,0.000000,0.9997,0.7861
3091,0.000001,0.9990,0.7661
3092,0.000000,0.9997,0.7861
3093,0.000001,0.9990,0.7661
3094,0.000000,0.9997,0.7861
3095,0.000001,0.9990,0.7661
3096,0.000000,0.9997,0.7861
3097,0.000001,0.9990,0.7661
3098,0.000000,0.9997,0.7861
3099,0.000001,0.9990,0.7661
3100,0.000000,0.9997,0.7861
3101,0.000001,0.9990,0.7661
3102,0.000000,0.9997,0.7861
3103,0.000001,0.9990,0.7661
3104,0.000000,0.9997,0.7861
3105,0.000001,0.9990,0.7661
3106,0.000000,0.9997,0.7861
3107,0.000001,0.9990,0.7661
3108,0.000000,0.9997,0.7861
3109,0.000001,0.9990,0.7661
3110,0.000000,0.9997,0.7861
3111,0.000001,0.9990,0.7661
3112,0.000000,0.9997,0.7861
3113,0.000001,0.9990,0.7661
3114,0.000000,0.9997,0.7861
3115,0.000001,0.9990,0.7661
3116,0.000000,0.9997,0.7861
3117,0.000001,0.9990,0.7661
3118,0.000000,0.9997,0.7861
3119,0.000001,0.9990,0.7661
3120,0.000000,0.9997,0.7861
3121,0.000001,0.9990,0.7661
3122,0.000000,0.9997,0.7861
3123,0.000001,0.9990,0.7661
3124,0.000000,0.9997,0.7861
3125,0.000001,0.9990,0.7661
3126,0.000000,0.9997,0.7861
3127,0.000001,0.9990,0.7661
3128,0.000000,0.9997,0.7861
3129,0.000001,0.9990,0.7661
3130,0.000000,0.9997,0.7861
3131,0.000001,0.9990,0.7661
3132,0.000000,0.9997,0.7861
3133,0.000001,0.9990,0.7661
3134,0.000000,0.9997,0.7861
3135,0.000001,0.9990,0.7661
3136,0.000000,0.9997,0.7861
3137,0.000001,0.9990,0.7661
3138,0.000000,0.9997,0.7861
3139,0.000001,0.9990,0.7661
3140,0.000000,0.9997,0.7861
3141,0.000001,0.9990,0.7662
3142,0.000000,0.9997,0.7861
3143,0.000001,0.9990,0.7662
3144,0.000000,0.9997,0.7862
3145,0.000001,0.9990,0.7662
3146,0.000000,0.9997,0.7862
3147,0.000001,0.9990,0.7662
3148,0.000000,0.9997,0.7862
3149,0.000001,0.9990,0.7662
3150,0.000000,0.9997,0.7862
3151,0.000001,0.9990,0.7662
3152,0.000000,0.9997,0.7862
3153,0.000001,0.9990,0.7662
3154,0.000000,0.9997,0.7862
3155,0.000001,0.9990,0.7662
3156,0.000000,0.9997,0.7862
3157,0.000001,0.9990,0.7662
3158,0.000000,0.9997,0.7862
3159,0.000001,0.9990,0.7662
3160,0.000000,0.9997,0.7862
3161,0.000001,0.9990,0.7662
3162,0.000000,0.9997,0.7862
3163,0.000001,0.9990,0.7662
3164,0.000000,0.9997,0.7862
3165,0.000001,0.9990,0.7662
3166,0.000000,0.9997,0.7862
3167,0.000001,0.9990,0.7662
3168,0.000000,0.9997,0.7862
3169,0.000001,0.9990,0.7662
3170,0.000000,0.9997,0.7862
3171,0.000001,0.9990,0.7662
3172,0.000000,0.9997,0.7862
3173,0.000001,0.9990,0.7662
3174,0.000000,0.9997,0.7862
3175,0.000001,0.9990,0.7662
3176,0.000000,0.9997,0.7862
3177,0.000001,0.9990,0.7662
3178,0.000000,0.9997,0.7862
3179,0.000001,0.9990,0.7662
3180,0.000000,0.9997,0.7862
3181,0.000001,0.9990,0.7662
3182,0.000000,0.9997,0.7862
3183,0.000001,0.9990,0.7662
3184,0.000000,0.9997,0.7862
3185,0.000001,0.9990,0.7662
3186,0.000000,0.9997,0.7862
3187,0.000001,0.9990,0.7662
3188,0.000000,0.9997,0.7862
3189,0.000001,0.9990,0.7662
3190,0.000000,0.9997,0.7862
3191,0.000001,0.9990,0.7662
3192,0.000000,0.9997,0.7862
3193,0.000001,0.9990,0.7662
3194,0.000000,0.9997,0.7862
3195,0.000001,0.9990,0.7662
3196,0.000000,0.9997,0.7862
3197,0.000001,0.9990,0.7662
3198,0.000000,0.9997,0.7862
3199,0.000001,0.9990,0.7662
3200,0.000000,0.9997,0.7862
3201,0.000000,0.9990,0.7662
3202,0.000000,0.9997,0.7862
3203,0.000000,0.9990,0.7662
3204,0.000000,0.9997,0.7862
3205,0.000000,0.9990,0.7662
3206,0.000000,0.9997,0.7862
3207,0.000000,0.9990,0.7662
3208,0.000000,0.9997,0.7862
3209,0.000000,0.9990,0.7662
3210,0.000000,0.9997,0.7862
3211,0.000000,0.9990,0.7662
3212,0.000000,0.9997,0.7862
3213,0.000000,0.9990,0.7662
3214,0.000000,0.9997,0.7862
3215,0.000000,0.9990,0.7662
3216,0.000000,0.9997,0.7862
3217,0.000000,0.9990,0.7662
3218,0.000000,0.9997,0.7862
3219,0.000000,0.9990,0.7662
3220,0.000000,0.9997,0.7862
3221,0.000000,0.9990,0.7662
3222,0.000000,0.9997,0.7862
3223,0.000000,0.9990,0.7662
3224,0.000000,0.9997,0.7862
3225,0.000000,0.9990,0.7662
3226,0.000000,0.9997,0.7862
3227,0.000000,0.9990,0.7662
3228,0.000000,0.9998,0.7862
3229,0.000000,0.9990,0.7662
3230,0.000000,0.9998,0.7862
3231,0.000000,0.9990,0.7662
3232,0.000000,0.9998,0.7862
3233,0.000000,0.9990,0.7662
3234,0.000000,0.9998,0.7862
3235,0.000000,0.9990,0.7662
3236,0.000000,0.9998,0.7862
3237,0.000000,0.9990,0.7662
3238,0.000000,0.9998,0.7862
3239,0.000000,0.9990,0.7662
3240,0.000000,0.9998,0.7862
3241,0.000000,0.9990,0.7662
3242,0.000000,0.9998,0.7862
3243,0.000000,0.9990,0.7662
3244,0.000000,0.9998,0.7862
3245,0.000000,0.9990,0.7662
3246,0.000000,0.9998,0.7862
3247,0.000000,0.9990,0.7662
3248,0.000000,0.9998,0.7862
3249,0.000000,0.9990,0.7662
3250,0.000000,0.9998,0.7862
3251,0.000000,0.9990,0.7662
3252,0.000000,0.9998,0.7862
3253,0.000000,0.9990,0.7662
3254,0.000000,0.9998,0.7862
3255,0.000000,0.9990,0.7662
3256,0.000000,0.9998,0.7862
3257,0.000000,0.9990,0.7662
3258,0.000000,0.9998,0.7862
3259,0.000000,0.9990,0.7662
3260,0.000000,0.9998,0.7862
3261,0.000000,0.9990,0.7662
3262,0.000000,0.9998,0.7862
3263,0.000000,0.9990,0.7662
3264,0.000000,0.9998,0.7862
3265,0.000000,0.9990,0.7662
3266,0.000000,0.9998,0.7862
3267,0.000000,0.9990,0.7662
3268,0.000000,0.9998,0.7862
3269,0.000000,0.9990,0.7662
3270,0.000000,0.9998,0.7862
3271,0.000000,0.9990,0.7662
3272,0.000000,0.9998,0.7862
3273,0.000000,0.9990,0.7662
3274,0.000000,0.9998,0.7862
3275,0.000000,0.9990,0.7662
3276,0.000000,0.9998,0.7862
3277,0.000000,0.9990,0.7662
3278,0.000000,0.9998,0.7862
3279,0.000000,0.9990,0.7662
3280,0.000000,0.9998,0.7862
3281,0.000000,0.9990,0.7662
3282,0.000000,0.9998,0.7862
3283,0.000000,0.9990,0.7662
3284,0.000000,0.9998,0.7862
3285,0.000000,0.9990,0.7662
3286,0.000000,0.9998,0.7862
3287,0.000000,0.9990,0.7662
3288,0.000000,0.9998,0.7862
3289,0.000000,0.9990,0.7662
3290,0.000000,0.9998,0.7862
3291,0.000000,0.9990,0.7662
3292,0.000000,0.9998,0.7862
3293,0.000000,0.9990,0.7662
3294,0.000000,0.9998,0.7862
3295,0.000000,0.9990,0.7662
3296,0.000000,0.9998,0.7862
3297,0.000000,0.9990,0.7662
3298,0.000000,0.9998,0.7862
3299,0.000000,0.9990,0.7662
3300,0.000000,0.9998,0.7862
3301,0.000000,0.9990,0.7662
3302,0.000000,0.9998,0.7862
3303,0.000000,0.9990,0.7662
3304,0.000000,0.9998,0.7862
3305,0.000000,0.9990,0.7662
3306,0.000000,0.9998,0.7862
3307,0.000000,0.9990,0.7662
3308,0.000000,0.9998,0.7862
3309,0.000000,0.9990,0.7662
3310,0.000000,0.9998,0.7862
3311,0.000000,0.9990,0.7662
3312,0.000000,0.9998,0.7862
3313,0.000000,0.9990,0.7662
3314,0.000000,0.9998,0.7862
3315,0.000000,0.9990,0.7662
3316,0.000000,0.9998,0.7862
3317,0.000000,0.9990,0.7662
3318,0.000000,0.9998,0.7862
3319,0.000000,0.9990,0.7662
3320,0.000000,0.9998,0.7862
3321,0.000000,0.9990,0.7662
3322,0.000000,0.9998,0.7862
3323,0.000000,0.9990,0.7662
3324,0.000000,0.9998,0.7862
3325,0.000000,0.9990,0.7662
3326,0.000000,0.9998,0.7862
3327,0.000000,0.9990,0.7662
3328,0.000000,0.9998,0.7862
3329,0.000000,0.9990,0.7662
3330,0.000000,0.9998,0.7862
3331,0.000000,0.9990,0.7662
3332,0.000000,0.9998,0.7862
3333,0.000000,0.9990,0.7662
3334,0.000000,0.9998,0.7862
3335,0.000000,0.9990,0.7662
3336,0.000000,0.9998,0.7862
3337,0.000000,0.9990,0.7662
3338,0.000000,0.9998,0.7862
3339,0.000000,0.9990,0.7662
3340,0.000000,0.9998,0.7862
3341,0.000000,0.9991,0.7662
3342,0.000000,0.9998,0.7862
3343,0.000000,0.9991,0.7662
3344,0.000000,0.9998,0.7862
3345,0.000000,0.9991,0.7662
3346,0.000000,0.9998,0.7862
3347,0.000000,0.9991,0.7662
3348,0.000000,0.9998,0.7862
3349,0.000000,0.9991,0.7662
3350,0.000000,0.9998,0.7862
3351,0.000000,0.9991,0.7662
3352,0.000000,0.9998,0.7862
3353,0.000000,0.9991,0.7662
3354,0.000000,0.9998,0.7862
3355,0.000000,0.9991,0.7662
3356,0.000000,0.9998,0.7862
3357,0.000000,0.9991,0.7662
3358,0.000000,0.9998,0.7862
3359,0.000000,0.9991,0.7662
3360,0.000000,0.9998,0.7862
3361,0.000000,0.9991,0.7662
3362,0.000000,0.9998,0.7862
3363,0.000000,0.9991,0.7662
3364,0.000000,0.9998,0.7862
3365,0.000000,0.9991,0.7662
3366,0.000000,0.9998,0.7862
3367,0.000000,0.9991,0.7662
3368,0.000000,0.9998,0.7862
3369,0.000000,0.9991,0.7662
3370,0.000000,0.9998,0.7862
3371,0.000000,0.9991,0.7662
3372,0.000000,0.9998,0.7862
3373,0.000000,0.9991,0.7662
3374,0.000000,0.9998,0.7862
3375,0.000000,0.9991,0.7662
3376,0.000000,0.9998,0.7862
3377,0.000000,0.9991,0.7662
3378,0.000000,0.9998,0.7862
3379,0.000000,0.9991,0.7662
3380,0.000000,0.9998,0.7862
3381,0.000000,0.9991,0.7662
3382,0.000000,0.9998,0.7862
3383,0.000000,0.9991,0.7662
3384,0.000000,0.9998,0.7862
3385,0.000000,0.9991,0.7662
3386,0.000000,0.9998,0.7862
