step,loss,confidence_level,fatigue_level
4934,0.000000,0.9999,0.7860
4935,0.000001,0.9994,0.7670
4936,0.000001,0.9999,0.7859
4937,0.000001,0.9994,0.7672
4938,0.000001,0.9999,0.7861
4939,0.000001,0.9994,0.7671
4940,0.000000,0.9999,0.7867
4941,0.000000,0.9994,0.7666
4942,0.000000,0.9999,0.7873
4943,0.000001,0.9994,0.7660
4944,0.000001,0.9999,0.7876
4945,0.000002,0.9994,0.7656
4946,0.000002,0.9999,0.7874
4947,0.000002,0.9994,0.7657
4948,0.000000,0.9999,0.7866
4949,0.000000,0.9994,0.7663
4950,0.000000,0.9999,0.7857
4951,0.000001,0.9994,0.7673
4952,0.000002,0.9999,0.7851
4953,0.000004,0.9994,0.7680
4954,0.000004,0.9999,0.7853
4955,0.000004,0.9994,0.7680
4956,0.000001,0.9999,0.7864
4957,0.000001,0.9994,0.7672
4958,0.000000,0.9999,0.7877
4959,0.000002,0.9994,0.7659
4960,0.000004,0.9999,0.7886
4961,0.000007,0.9994,0.7649
4962,0.000007,0.9999,0.7887
4963,0.000008,0.9994,0.7647
4964,0.000004,0.9999,0.7876
4965,0.000002,0.9994,0.7656
4966,0.000000,0.9999,0.7858
4967,0.000001,0.9994,0.7671
4968,0.000004,0.9999,0.7844
4969,0.000010,0.9994,0.7687
4970,0.000011,0.9999,0.7841
4971,0.000015,0.9994,0.7694
4972,0.000009,0.9999,0.7853
4973,0.000006,0.9994,0.7688
4974,0.000001,0.9999,0.7873
4975,0.000000,0.9994,0.7673
4976,0.000002,0.9999,0.7892
4977,0.000007,0.9994,0.7655
4978,0.000011,0.9999,0.7901
4979,0.000017,0.9994,0.7644
4980,0.000014,0.9999,0.7897
4981,0.000014,0.9994,0.7645
4982,0.000006,0.9999,0.7881
4983,0.000003,0.9994,0.7656
4984,0.000000,0.9999,0.7860
4985,0.000001,0.9994,0.7674
4986,0.000005,0.9999,0.7844
4987,0.000011,0.9994,0.7691
4988,0.000013,0.9999,0.7840
4989,0.000018,0.9994,0.7700
4990,0.000129,0.9994,0.7661
4991,0.000229,0.9999,0.7647
4992,0.000055,0.9999,0.7742
4993,0.000124,0.9994,0.7700
4994,0.000215,0.9994,0.7707
4995,0.000018,0.9994,0.7566
4996,0.000053,0.9999,0.7663
4997,0.000302,0.9999,0.7617
4998,0.000003,0.9999,0.7793
4999,0.000000,0.9994,0.7594
5000,0.000480,0.9999,0.8104
5001,0.000320,0.9994,0.7651
5002,0.000348,0.9999,0.8115
5003,0.000338,0.9994,0.7655
5004,0.000315,0.9999,0.8107
5005,0.000281,0.9994,0.7670
5006,0.000243,0.9998,0.8090
5007,0.000205,0.9994,0.7687
5008,0.000161,0.9998,0.8067
5009,0.000129,0.9994,0.7706
5010,0.000237,0.9993,0.7724
5011,0.000113,0.9993,0.7674
5012,0.000005,0.9998,0.7844
5013,0.000120,0.9993,0.7489
5014,0.000002,0.9998,0.7711
5015,0.000016,0.9993,0.7455
5016,0.000002,0.9998,0.7676
5017,0.000203,0.9998,0.7675
5018,0.000055,0.9998,0.7769
5019,0.000055,0.9993,0.7675
5020,0.000052,0.9998,0.7976
5021,0.000000,0.9993,0.7775
5022,0.000214,0.9993,0.7782
5023,0.000107,0.9993,0.7728
5024,0.000046,0.9993,0.7623
5025,0.000062,0.9998,0.7711
5026,0.000041,0.9992,0.7421
5027,0.000002,0.9998,0.7603
5028,0.000209,0.9998,0.7598
5029,0.000061,0.9998,0.7688
5030,0.000022,0.9998,0.7822
5031,0.000019,0.9992,0.7683
5032,0.000155,0.9998,0.8059
5033,0.000020,0.9993,0.7796
5034,0.000237,0.9992,0.7814
5035,0.000136,0.9992,0.7778
5036,0.000065,0.9992,0.7692
5037,0.000000,0.9998,0.7894
5038,0.000235,0.9992,0.7477
5039,0.000035,0.9998,0.7761
5040,0.000124,0.9991,0.7404
5041,0.000071,0.9998,0.7723
5042,0.000096,0.9991,0.7384
5043,0.000071,0.9998,0.7704
5044,0.000077,0.9991,0.7380
5045,0.000056,0.9998,0.7686
5046,0.000229,0.9998,0.7672
5047,0.000096,0.9998,0.7734
5048,0.000001,0.9991,0.7545
5049,0.000162,0.9998,0.7925
5050,0.000021,0.9991,0.7660
5051,0.000076,0.9998,0.7984
5052,0.000039,0.9991,0.7696
5053,0.000048,0.9998,0.7993
5054,0.000036,0.9991,0.7709
5055,0.000197,0.9991,0.7707
5056,0.000127,0.9991,0.7666
5057,0.000002,0.9998,0.7846
5058,0.000077,0.9991,0.7522
5059,0.000000,0.9997,0.7731
5060,0.000022,0.9990,0.7465
5061,0.000003,0.9997,0.7691
5062,0.000206,0.9998,0.7688
5063,0.000093,0.9998,0.7751
5064,0.000013,0.9990,0.7602
5065,0.000077,0.9997,0.7926
5066,0.000003,0.9991,0.7703
5067,0.000229,0.9990,0.7717
5068,0.000145,0.9990,0.7687
5069,0.000000,0.9997,0.7883
5070,0.000078,0.9990,0.7558
5071,0.000004,0.9997,0.7785
5072,0.000038,0.9990,0.7498
5073,0.000013,0.9997,0.7749
5074,0.000026,0.9990,0.7477
5075,0.000016,0.9997,0.7733
5076,0.000021,0.9990,0.7469
5077,0.000014,0.9997,0.7723
5078,0.000016,0.9990,0.7467
5079,0.000011,0.9997,0.7713
5080,0.000011,0.9990,0.7467
5081,0.000007,0.9997,0.7704
5082,0.000007,0.9990,0.7468
5083,0.000004,0.9997,0.7695
5084,0.000192,0.9997,0.7700
5085,0.000004,0.9990,0.7527
5086,0.000026,0.9997,0.7799
5087,0.000001,0.9990,0.7593
5088,0.000010,0.9997,0.7838
5089,0.000003,0.9990,0.7615
5090,0.000005,0.9997,0.7848
5091,0.000004,0.9990,0.7623
5092,0.000003,0.9997,0.7848
5093,0.000003,0.9990,0.7626
5094,0.000002,0.9997,0.7845
5095,0.000002,0.9990,0.7628
5096,0.000001,0.9997,0.7841
5097,0.000001,0.9990,0.7630
5098,0.000000,0.9997,0.7837
5099,0.000001,0.9990,0.7631
5100,0.000000,0.9997,0.7834
5101,0.000001,0.9990,0.7633
5102,0.000000,0.9997,0.7832
5103,0.000001,0.9990,0.7634
5104,0.000000,0.9997,0.7830
5105,0.000001,0.9990,0.7636
5106,0.000000,0.9997,0.7829
5107,0.000001,0.9990,0.7637
5108,0.000000,0.9997,0.7829
5109,0.000001,0.9990,0.7638
5110,0.000000,0.9997,0.7829
5111,0.000001,0.9990,0.7639
5112,0.000000,0.9997,0.7830
5113,0.000001,0.9990,0.7640
5114,0.000000,0.9997,0.7831
5115,0.000001,0.9990,0.7640
5116,0.000000,0.9997,0.7832
5117,0.000001,0.9990,0.7640
5118,0.000000,0.9997,0.7833
5119,0.000001,0.9990,0.7640
5120,0.000000,0.9997,0.7835
5121,0.000001,0.9990,0.7640
5122,0.000000,0.9997,0.7836
5123,0.000001,0.9990,0.7640
5124,0.000000,0.9997,0.7837
5125,0.000001,0.9990,0.7639
5126,0.000000,0.9997,0.7838
5127,0.000000,0.9990,0.7639
5128,0.000000,0.9997,0.7839
5129,0.000000,0.9990,0.7639
5130,0.000000,0.9997,0.7839
5131,0.000000,0.9990,0.7638
5132,0.000000,0.9997,0.7840
5133,0.000001,0.9990,0.7638
5134,0.000000,0.9997,0.7840
5135,0.000001,0.9990,0.7638
5136,0.000000,0.9997,0.7840
5137,0.000001,0.9990,0.7637
5138,0.000000,0.9997,0.7840
5139,0.000001,0.9990,0.7637
5140,0.000000,0.9997,0.7840
5141,0.000001,0.9990,0.7637
5142,0.000000,0.9997,0.7839
5143,0.000001,0.9990,0.7637
5144,0.000000,0.9997,0.7839
5145,0.000000,0.9990,0.7637
5146,0.000000,0.9997,0.7839
5147,0.000000,0.9990,0.7637
5148,0.000000,0.9997,0.7838
5149,0.000000,0.9990,0.7637
5150,0.000000,0.9997,0.7838
5151,0.000000,0.9990,0.7637
5152,0.000000,0.9997,0.7838
5153,0.000000,0.9990,0.7637
5154,0.000000,0.9997,0.7838
5155,0.000000,0.9990,0.7638
5156,0.000000,0.9997,0.7837
5157,0.000000,0.9990,0.7638
5158,0.000000,0.9997,0.7837
5159,0.000000,0.9990,0.7638
5160,0.000000,0.9997,0.7837
5161,0.000000,0.9990,0.7638
5162,0.000000,0.9997,0.7837
5163,0.000000,0.9990,0.7638
5164,0.000000,0.9997,0.7837
5165,0.000000,0.9990,0.7638
5166,0.000000,0.9997,0.7837
5167,0.000000,0.9990,0.7638
5168,0.000000,0.9997,0.7837
5169,0.000000,0.9990,0.7638
5170,0.000000,0.9997,0.7838
5171,0.000000,0.9990,0.7638
5172,0.000000,0.9997,0.7838
5173,0.000000,0.9990,0.7638
5174,0.000000,0.9997,0.7838
5175,0.000000,0.9990,0.7638
5176,0.000000,0.9997,0.7838
5177,0.000000,0.9990,0.7638
5178,0.000000,0.9997,0.7838
5179,0.000000,0.9990,0.7638
5180,0.000000,0.9997,0.7838
5181,0.000000,0.9990,0.7638
5182,0.000000,0.9997,0.7838
5183,0.000000,0.9990,0.7638
5184,0.000000,0.9997,0.7838
5185,0.000000,0.9990,0.7638
5186,0.000000,0.9997,0.7838
5187,0.000000,0.9991,0.7638
5188,0.000000,0.9997,0.7838
5189,0.000000,0.9991,0.7638
5190,0.000000,0.9997,0.7838
5191,0.000000,0.9991,0.7638
5192,0.000000,0.9997,0.7838
5193,0.000000,0.9991,0.7638
5194,0.000000,0.9997,0.7838
5195,0.000000,0.9991,0.7638
5196,0.000000,0.9997,0.7838
5197,0.000000,0.9991,0.7638
5198,0.000000,0.9997,0.7838
5199,0.000000,0.9991,0.7638
5200,0.000000,0.9997,0.7838
5201,0.000000,0.9991,0.7638
5202,0.000000,0.9997,0.7838
5203,0.000000,0.9991,0.7638
5204,0.000000,0.9997,0.7838
5205,0.000000,0.9991,0.7638
5206,0.000000,0.9997,0.7838
5207,0.000000,0.9991,0.7638
5208,0.000000,0.9997,0.7838
5209,0.000000,0.9991,0.7638
5210,0.000000,0.9997,0.7838
5211,0.000000,0.9991,0.7638
5212,0.000000,0.9997,0.7838
5213,0.000000,0.9991,0.7638
5214,0.000000,0.9997,0.7838
5215,0.000000,0.9991,0.7638
5216,0.000000,0.9997,0.7838
5217,0.000000,0.9991,0.7638
5218,0.000000,0.9997,0.7838
5219,0.000000,0.9991,0.7638
5220,0.000000,0.9997,0.7838
5221,0.000000,0.9991,0.7638
5222,0.000000,0.9998,0.7838
5223,0.000000,0.9991,0.7638
5224,0.000000,0.9998,0.7838
5225,0.000000,0.9991,0.7638
5226,0.000000,0.9998,0.7838
5227,0.000000,0.9991,0.7638
5228,0.000000,0.9998,0.7838
5229,0.000000,0.9991,0.7638
5230,0.000000,0.9998,0.7838
5231,0.000000,0.9991,0.7638
5232,0.000000,0.9998,0.7838
5233,0.000000,0.9991,0.7638
5234,0.000000,0.9998,0.7838
5235,0.000000,0.9991,0.7638
5236,0.000000,0.9998,0.7838
5237,0.000000,0.9991,0.7638
5238,0.000000,0.9998,0.7838
5239,0.000000,0.9991,0.7638
5240,0.000000,0.9998,0.7838
5241,0.000000,0.9991,0.7638
5242,0.000000,0.9998,0.7838
5243,0.000000,0.9991,0.7638
5244,0.000000,0.9998,0.7838
5245,0.000000,0.9991,0.7638
5246,0.000000,0.9998,0.7838
5247,0.000000,0.9991,0.7638
5248,0.000000,0.9998,0.7838
5249,0.000000,0.9991,0.7638
5250,0.000000,0.9998,0.7838
5251,0.000000,0.9991,0.7638
5252,0.000000,0.9998,0.7838
5253,0.000000,0.9991,0.7638
5254,0.000000,0.9998,0.7838
5255,0.000000,0.9991,0.7638
5256,0.000000,0.9998,0.7838
5257,0.000000,0.9991,0.7638
5258,0.000000,0.9998,0.7838
5259,0.000000,0.9991,0.7638
5260,0.000000,0.9998,0.7838
5261,0.000000,0.9991,0.7638
5262,0.000000,0.9998,0.7838
5263,0.000000,0.9991,0.7638
5264,0.000000,0.9998,0.7838
5265,0.000000,0.9991,0.7638
5266,0.000000,0.9998,0.7838
5267,0.000000,0.9991,0.7638
5268,0.000000,0.9998,0.7838
5269,0.000000,0.9991,0.7638
5270,0.000000,0.9998,0.7838
5271,0.000000,0.9991,0.7638
5272,0.000000,0.9998,0.7838
5273,0.000000,0.9991,0.7638
5274,0.000000,0.9998,0.7838
5275,0.000000,0.9991,0.7638
5276,0.000000,0.9998,0.7838
5277,0.000000,0.9991,0.7638
5278,0.000000,0.9998,0.7838
5279,0.000000,0.9991,0.7638
5280,0.000000,0.9998,0.7838
5281,0.000000,0.9991,0.7638
5282,0.000000,0.9998,0.7838
5283,0.000000,0.9991,0.7638
5284,0.000000,0.9998,0.7838
5285,0.000000,0.9991,0.7638
5286,0.000000,0.9998,0.7838
5287,0.000000,0.9991,0.7638
5288,0.000000,0.9998,0.7838
5289,0.000000,0.9991,0.7638
5290,0.000000,0.9998,0.7838
5291,0.000000,0.9991,0.7638
5292,0.000000,0.9998,0.7838
5293,0.000000,0.9991,0.7638
5294,0.000000,0.9998,0.7838
5295,0.000000,0.9991,0.7638
5296,0.000000,0.9998,0.7838
5297,0.000000,0.9991,0.7638
5298,0.000000,0.9998,0.7838
5299,0.000000,0.9991,0.7638
5300,0.000000,0.9998,0.7838
5301,0.000000,0.9991,0.7638
5302,0.000000,0.9998,0.7838
5303,0.000000,0.9991,0.7638
5304,0.000000,0.9998,0.7838
5305,0.000000,0.9991,0.7638
5306,0.000000,0.9998,0.7838
5307,0.000000,0.9991,0.7638
5308,0.000000,0.9998,0.7838
5309,0.000000,0.9991,0.7638
5310,0.000000,0.9998,0.7838
5311,0.000000,0.9991,0.7638
5312,0.000000,0.9998,0.7838
5313,0.000000,0.9991,0.7638
5314,0.000000,0.9998,0.7838
5315,0.000000,0.9991,0.7638
5316,0.000000,0.9998,0.7838
5317,0.000000,0.9991,0.7638
5318,0.000000,0.9998,0.7838
5319,0.000000,0.9991,0.7638
5320,0.000000,0.9998,0.7838
5321,0.000000,0.9991,0.7638
5322,0.000000,0.9998,0.7838
5323,0.000000,0.9991,0.7638
5324,0.000000,0.9998,0.7838
5325,0.000000,0.9991,0.7638
5326,0.000000,0.9998,0.7838
5327,0.000000,0.9991,0.7638
5328,0.000000,0.9998,0.7838
5329,0.000000,0.9991,0.7638
5330,0.000000,0.9998,0.7838
5331,0.000000,0.9991,0.7638
5332,0.000000,0.9998,0.7838
5333,0.000000,0.9991,0.7638
5334,0.000000,0.9998,0.7838
5335,0.000000,0.9991,0.7638
5336,0.000000,0.9998,0.7838
5337,0.000000,0.9991,0.7638
5338,0.000000,0.9998,0.7838
5339,0.000000,0.9991,0.7638
5340,0.000000,0.9998,0.7838
5341,0.000000,0.9991,0.7638
5342,0.000000,0.9998,0.7838
5343,0.000000,0.9991,0.7638
5344,0.000000,0.9998,0.7838
5345,0.000000,0.9991,0.7638
5346,0.000000,0.9998,0.7838
5347,0.000000,0.9992,0.7638
5348,0.000000,0.9998,0.7838
5349,0.000000,0.9992,0.7638
5350,0.000000,0.9998,0.7838
5351,0.000000,0.9992,0.7639
5352,0.000000,0.9998,0.7838
5353,0.000000,0.9992,0.7639
5354,0.000000,0.9998,0.7839
5355,0.000000,0.9992,0.7639
5356,0.000000,0.9998,0.7839
5357,0.000000,0.9992,0.7639
5358,0.000000,0.9998,0.7839
5359,0.000000,0.9992,0.7639
5360,0.000000,0.9998,0.7839
5361,0.000000,0.9992,0.7639
5362,0.000000,0.9998,0.7839
5363,0.000000,0.9992,0.7639
5364,0.000000,0.9998,0.7839
5365,0.000000,0.9992,0.7639
5366,0.000000,0.9998,0.7839
5367,0.000000,0.9992,0.7639
5368,0.000000,0.9998,0.7839
5369,0.000000,0.9992,0.7639
5370,0.000000,0.9998,0.7839
5371,0.000000,0.9992,0.7639
5372,0.000000,0.9998,0.7839
5373,0.000000,0.9992,0.7639
5374,0.000000,0.9998,0.7839
5375,0.000000,0.9992,0.7639
5376,0.000000,0.9998,0.7839
5377,0.000000,0.9992,0.7639
5378,0.000000,0.9998,0.7839
5379,0.000000,0.9992,0.7639
5380,0.000000,0.9998,0.7839
5381,0.000000,0.9992,0.7639
5382,0.000000,0.9998,0.7839
5383,0.000000,0.9992,0.7639
5384,0.000000,0.9998,0.7839
5385,0.000000,0.9992,0.7639
5386,0.000000,0.9998,0.7839
5387,0.000000,0.9992,0.7639
5388,0.000000,0.9998,0.7839
5389,0.000000,0.9992,0.7639
5390,0.000000,0.9998,0.7839
5391,0.000000,0.9992,0.7639
5392,0.000000,0.9998,0.7839
5393,0.000000,0.9992,0.7639
5394,0.000000,0.9998,0.7839
5395,0.000000,0.9992,0.7639
5396,0.000000,0.9998,0.7839
5397,0.000000,0.9992,0.7639
5398,0.000000,0.9998,0.7839
5399,0.000000,0.9992,0.7639
5400,0.000000,0.9998,0.7839
5401,0.000000,0.9992,0.7639
5402,0.000000,0.9998,0.7839
5403,0.000000,0.9992,0.7639
5404,0.000000,0.9998,0.7839
5405,0.000000,0.9992,0.7639
5406,0.000000,0.9998,0.7839
5407,0.000000,0.9992,0.7639
5408,0.000000,0.9998,0.7839
5409,0.000000,0.9992,0.7639
5410,0.000000,0.9998,0.7839
5411,0.000000,0.9992,0.7639
5412,0.000000,0.9998,0.7839
5413,0.000000,0.9992,0.7639
5414,0.000000,0.9998,0.7839
5415,0.000000,0.9992,0.7639
5416,0.000000,0.9998,0.7839
5417,0.000000,0.9992,0.7639
5418,0.000000,0.9998,0.7839
5419,0.000000,0.9992,0.7639
5420,0.000000,0.9998,0.7839
5421,0.000000,0.9992,0.7639
5422,0.000000,0.9998,0.7839
5423,0.000000,0.9992,0.7639
5424,0.000000,0.9998,0.7839
5425,0.000000,0.9992,0.7639
5426,0.000000,0.9998,0.7839
5427,0.000000,0.9992,0.7639
5428,0.000000,0.9998,0.7839
5429,0.000000,0.9992,0.7639
5430,0.000000,0.9998,0.7839
5431,0.000000,0.9992,0.7639
5432,0.000000,0.9998,0.7839
5433,0.000000,0.9992,0.7639
5434,0.000000,0.9998,0.7839
5435,0.000000,0.9992,0.7639
5436,0.000000,0.9998,0.7839
5437,0.000000,0.9992,0.7639
5438,0.000000,0.9998,0.7839
5439,0.000000,0.9992,0.7639
5440,0.000000,0.9998,0.7839
5441,0.000000,0.9992,0.7639
5442,0.000000,0.9998,0.7839
5443,0.000000,0.9992,0.7639
5444,0.000000,0.9998,0.7839
5445,0.000000,0.9992,0.7639
5446,0.000000,0.9998,0.7839
5447,0.000000,0.9992,0.7639
5448,0.000000,0.9998,0.7839
5449,0.000000,0.9992,0.7639
5450,0.000000,0.9998,0.7839
5451,0.000000,0.9992,0.7639
5452,0.000000,0.9998,0.7839
5453,0.000000,0.9992,0.7639
5454,0.000000,0.9998,0.7839
5455,0.000000,0.9992,0.7639
5456,0.000000,0.9998,0.7839
5457,0.000000,0.9992,0.7639
5458,0.000000,0.9998,0.7839
5459,0.000000,0.9992,0.7639
5460,0.000000,0.9998,0.7839
5461,0.000000,0.9992,0.7639
5462,0.000000,0.9998,0.7839
5463,0.000000,0.9992,0.7639
5464,0.000000,0.9998,0.7839
5465,0.000000,0.9992,0.7639
5466,0.000000,0.9998,0.7839
5467,0.000000,0.9992,0.7639
5468,0.000000,0.9998,0.7839
5469,0.000000,0.9992,0.7639
5470,0.000000,0.9998,0.7839
5471,0.000000,0.9992,0.7639
5472,0.000000,0.9998,0.7839
5473,0.000000,0.9992,0.7639
5474,0.000000,0.9998,0.7839
5475,0.000000,0.9992,0.7639
5476,0.000000,0.9998,0.7839
5477,0.000000,0.9992,0.7639
5478,0.000000,0.9998,0.7839
5479,0.000000,0.9992,0.7639
5480,0.000000,0.9998,0.7839
5481,0.000000,0.9992,0.7639
5482,0.000000,0.9998,0.7839
5483,0.000000,0.9992,0.7639
5484,0.000000,0.9998,0.7839
5485,0.000000,0.9992,0.7639
5486,0.000000,0.9998,0.7839
5487,0.000000,0.9992,0.7639
5488,0.000000,0.9998,0.7839
5489,0.000000,0.9992,0.7639
5490,0.000000,0.9998,0.7839
5491,0.000000,0.9992,0.7639
5492,0.000000,0.9998,0.7839
5493,0.000000,0.9992,0.7639
5494,0.000000,0.9998,0.7839
5495,0.000000,0.9992,0.7639
5496,0.000000,0.9998,0.7839
5497,0.000000,0.9992,0.7639
5498,0.000000,0.9998,0.7839
5499,0.000000,0.9992,0.7639
5500,0.000000,0.9998,0.7839
5501,0.000000,0.9992,0.7639
5502,0.000000,0.9998,0.7839
5503,0.000000,0.9992,0.7639
5504,0.000000,0.9998,0.7839
5505,0.000000,0.9992,0.7639
5506,0.000000,0.9998,0.7839
5507,0.000000,0.9992,0.7639
5508,0.000000,0.9998,0.7839
5509,0.000000,0.9992,0.7639
5510,0.000000,0.9998,0.7839
5511,0.000000,0.9992,0.7639
5512,0.000000,0.9998,0.7839
5513,0.000000,0.9992,0.7639
5514,0.000000,0.9998,0.7839
5515,0.000000,0.9992,0.7639
5516,0.000000,0.9998,0.7839
5517,0.000000,0.9992,0.7639
5518,0.000000,0.9998,0.7839
5519,0.000000,0.9992,0.7639
5520,0.000000,0.9998,0.7839
5521,0.000000,0.9992,0.7639
5522,0.000000,0.9998,0.7839
5523,0.000000,0.9992,0.7639
5524,0.000000,0.9998,0.7839
5525,0.000000,0.9992,0.7639
5526,0.000000,0.9998,0.7839
5527,0.000000,0.9992,0.7639
5528,0.000000,0.9998,0.7839
5529,0.000000,0.9992,0.7639
5530,0.000000,0.9998,0.7839
5531,0.000000,0.9992,0.7639
5532,0.000000,0.9998,0.7839
5533,0.000000,0.9992,0.7639
5534,0.000000,0.9998,0.7839
5535,0.000000,0.9992,0.7639
5536,0.000000,0.9998,0.7839
5537,0.000000,0.9992,0.7639
5538,0.000000,0.9998,0.7839
5539,0.000000,0.9992,0.7639
5540,0.000000,0.9998,0.7839
5541,0.000000,0.9992,0.7639
5542,0.000000,0.9998,0.7839
5543,0.000000,0.9992,0.7639
5544,0.000000,0.9998,0.7839
5545,0.000000,0.9992,0.7639
5546,0.000000,0.9998,0.7839
5547,0.000000,0.9992,0.7639
5548,0.000000,0.9998,0.7839
5549,0.000000,0.9992,0.7639
5550,0.000000,0.9998,0.7839
5551,0.000000,0.9992,0.7639
5552,0.000000,0.9998,0.7839
5553,0.000000,0.9993,0.7639
5554,0.000000,0.9998,0.7839
5555,0.000000,0.9993,0.7639
5556,0.000000,0.9998,0.7839
5557,0.000000,0.9993,0.7639
5558,0.000000,0.9998,0.7839
5559,0.000000,0.9993,0.7639
5560,0.000000,0.9998,0.7839
5561,0.000000,0.9993,0.7639
5562,0.000000,0.9998,0.7839
5563,0.000000,0.9993,0.7639
5564,0.000000,0.9998,0.7839
5565,0.000000,0.9993,0.7639
5566,0.000000,0.9998,0.7839
5567,0.000000,0.9993,0.7639
5568,0.000000,0.9998,0.7839
5569,0.000000,0.9993,0.7639
5570,0.000000,0.9998,0.7839
5571,0.000000,0.9993,0.7639
5572,0.000000,0.9998,0.7839
5573,0.000000,0.9993,0.7639
5574,0.000000,0.9998,0.7839
5575,0.000000,0.9993,0.7639
5576,0.000000,0.9998,0.7839
5577,0.000000,0.9993,0.7639
5578,0.000000,0.9998,0.7839
5579,0.000000,0.9993,0.7639
5580,0.000000,0.9998,0.7839
5581,0.000000,0.9993,0.7639
5582,0.000000,0.9998,0.7839
5583,0.000000,0.9993,0.7639
5584,0.000000,0.9998,0.7839
5585,0.000000,0.9993,0.7639
5586,0.000000,0.9998,0.7839
5587,0.000000,0.9993,0.7639
5588,0.000000,0.9998,0.7839
5589,0.000000,0.9993,0.7639
5590,0.000000,0.9998,0.7839
5591,0.000000,0.9993,0.7639
5592,0.000000,0.9998,0.7839
5593,0.000000,0.9993,0.7639
5594,0.000000,0.9998,0.7839
5595,0.000000,0.9993,0.7639
5596,0.000000,0.9998,0.7839
5597,0.000000,0.9993,0.7639
5598,0.000000,0.9998,0.7839
5599,0.000000,0.9993,0.7639
5600,0.000000,0.9998,0.7839
5601,0.000000,0.9993,0.7639
5602,0.000000,0.9998,0.7839
5603,0.000000,0.9993,0.7639
5604,0.000000,0.9998,0.7839
5605,0.000000,0.9993,0.7639
5606,0.000000,0.9998,0.7839
5607,0.000000,0.9993,0.7639
5608,0.000000,0.9998,0.7839
5609,0.000000,0.9993,0.7639
5610,0.000000,0.9998,0.7839
5611,0.000000,0.9993,0.7639
5612,0.000000,0.9998,0.7839
5613,0.000000,0.9993,0.7639
5614,0.000000,0.9998,0.7839
5615,0.000000,0.9993,0.7639
5616,0.000000,0.9998,0.7839
5617,0.000000,0.9993,0.7639
5618,0.000000,0.9998,0.7839
5619,0.000000,0.9993,0.7639
5620,0.000000,0.9998,0.7839
5621,0.000000,0.9993,0.7639
5622,0.000000,0.9998,0.7839
5623,0.000000,0.9993,0.7639
5624,0.000000,0.9998,0.7839
5625,0.000000,0.9993,0.7639
5626,0.000000,0.9998,0.7839
5627,0.000000,0.9993,0.7639
5628,0.000000,0.9998,0.7839
5629,0.000000,0.9993,0.7639
5630,0.000000,0.9998,0.7839
5631,0.000000,0.9993,0.7639
5632,0.000000,0.9998,0.7839
5633,0.000000,0.9993,0.7639
5634,0.000000,0.9998,0.7839
5635,0.000000,0.9993,0.7639
5636,0.000000,0.9998,0.7839
5637,0.000000,0.9993,0.7639
5638,0.000000,0.9998,0.7839
5639,0.000000,0.9993,0.7639
5640,0.000000,0.9998,0.7839
5641,0.000000,0.9993,0.7639
5642,0.000000,0.9998,0.7839
5643,0.000000,0.9993,0.7639
5644,0.000000,0.9998,0.7839
5645,0.000000,0.9993,0.7639
5646,0.000000,0.9998,0.7839
5647,0.000000,0.9993,0.7639
5648,0.000000,0.9998,0.7839
5649,0.000000,0.9993,0.7639
5650,0.000000,0.9998,0.7839
5651,0.000000,0.9993,0.7639
5652,0.000000,0.9998,0.7839
5653,0.000000,0.9993,0.7639
5654,0.000000,0.9998,0.7839
5655,0.000000,0.9993,0.7639
5656,0.000000,0.9998,0.7839
5657,0.000000,0.9993,0.7639
5658,0.000000,0.9998,0.7839
5659,0.000000,0.9993,0.7639
5660,0.000000,0.9998,0.7839
5661,0.000000,0.9993,0.7639
5662,0.000000,0.9998,0.7839
5663,0.000000,0.9993,0.7639
5664,0.000000,0.9998,0.7839
5665,0.000000,0.9993,0.7639
5666,0.000000,0.9998,0.7839
5667,0.000000,0.9993,0.7639
5668,0.000000,0.9998,0.7839
5669,0.000000,0.9993,0.7639
5670,0.000000,0.9998,0.7839
5671,0.000000,0.9993,0.7639
5672,0.000000,0.9998,0.7839
5673,0.000000,0.9993,0.7639
5674,0.000000,0.9998,0.7839
5675,0.000000,0.9993,0.7639
5676,0.000000,0.9998,0.7839
5677,0.000000,0.9993,0.7639
5678,0.000000,0.9998,0.7839
5679,0.000000,0.9993,0.7639
5680,0.000000,0.9998,0.7839
5681,0.000000,0.9993,0.7639
5682,0.000000,0.9998,0.7839
5683,0.000000,0.9993,0.7639
5684,0.000000,0.9998,0.7839
5685,0.000000,0.9993,0.7639
5686,0.000000,0.9998,0.7839
5687,0.000000,0.9993,0.7639
5688,0.000000,0.9998,0.7839
5689,0.000000,0.9993,0.7639
5690,0.000000,0.9998,0.7839
5691,0.000000,0.9993,0.7639
5692,0.000000,0.9998,0.7839
5693,0.000000,0.9993,0.7639
5694,0.000000,0.9998,0.7839
5695,0.000000,0.9993,0.7639
5696,0.000000,0.9998,0.7839
5697,0.000000,0.9993,0.7639
5698,0.000000,0.9998,0.7839
5699,0.000000,0.9993,0.7639
5700,0.000000,0.9998,0.7839
5701,0.000000,0.9993,0.7639
5702,0.000000,0.9998,0.7839
5703,0.000000,0.9993,0.7639
5704,0.000000,0.9998,0.7839
5705,0.000000,0.9993,0.7639
5706,0.000000,0.9998,0.7839
5707,0.000000,0.9993,0.7639
5708,0.000000,0.9998,0.7839
5709,0.000000,0.9993,0.7639
